,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18
BCP-1,-0.7541193,0.8517505,0.8869965,-0.14318314,0.9681305,2.3165812,0.8616503,1.6913282,-0.8598037,-3.3977308,-0.27568755,2.1854439,1.4902799,-1.1909242,-1.1183785,3.1709013,-2.3027267,-0.95870554,-0.10820109
SNU-719,0.73370403,2.7009568,0.4224092,3.6736631,0.14964372,-1.0306139,-2.0586643,-1.1808048,-0.4387653,2.4506702,-1.4094675,-2.8682008,1.3193603,-0.14503032,-0.67123604,-0.69085175,2.569408,1.1121607,0.3948009
Hs 229.T,-0.055417832,-1.4397377,-0.04447566,-0.9507222,-0.31685454,-1.5839623,2.0646307,0.39294377,0.34909993,0.42431358,0.9167676,-0.66032815,-2.2980568,0.3259927,-0.16354135,-0.9132725,0.53956896,0.109066054,0.1858753
RERF-LC-A1,-0.15937737,-0.62349856,0.077753246,-0.702766,-0.27297354,-0.6281798,0.92896384,0.17303643,-0.18307947,-0.072401464,0.18418524,-0.026316956,-0.79286134,0.023408439,-0.16799651,-0.14128084,-0.2065314,-0.1438025,0.16579637
RL,-3.699152,1.2547522,1.5315487,-1.8534563,3.1484354,6.775394,3.5584269,5.4549093,-0.60377747,-11.761568,-1.3503753,6.3263702,2.789702,-4.009021,-3.8210163,8.091987,-7.9974766,-2.5428317,-0.30016503
G-402,0.24602778,-0.29164952,-0.3161201,0.030612864,-0.17387247,-0.17353174,0.28983542,0.22424985,0.0048058853,0.28940392,0.21582374,-0.2225501,-0.993905,0.1408415,-0.16450201,-0.19789778,0.14074908,0.41522875,0.037906576
NCI-H2170,-0.40488467,1.2555038,0.5870652,1.3241215,0.17926133,0.32391503,-0.8337673,-0.3811007,-0.45560592,0.5203414,-1.0627034,-0.6976655,1.0238048,-0.43424037,-0.41130012,-0.054554835,0.4258479,-0.091175005,0.12415102
SK-MEL-31,0.040596664,-1.6467084,-0.11256632,-1.8667911,-0.1993401,-0.7388214,1.9090064,0.10262246,0.31631365,0.17828235,0.6025971,-0.22359326,-2.390187,0.82431126,-0.60956466,-0.9191456,-0.3744182,-0.08499867,0.13193938
NCI-H1395,-0.025451988,0.7933258,0.44802076,1.3908606,0.1091142,-0.74079955,-0.8509084,-0.7664924,-0.38132513,1.2525321,-0.61955285,-1.4570171,0.28418365,0.009329069,-0.11282784,-0.54468507,0.89070505,0.32802695,0.6592985
CMK,1.9158833,1.3741734,0.736874,1.0878152,-0.11724907,2.2503183,-1.1619142,-0.2705614,-2.2417536,-1.4973731,0.33927357,0.006500736,1.554856,-0.33421743,1.5016575,2.9970498,0.4547783,0.4592644,-0.5965228
RT112/84,0.52868396,0.4288026,-0.5735506,0.54671186,0.1083516,0.6324501,-0.38907856,-0.47478256,-0.3805301,0.5211583,-0.8864301,-0.29762593,0.4512785,-0.55377334,-0.48369387,0.261001,0.0019323081,0.012319371,-0.39168513
SK-CO-1,0.49453866,2.116457,0.4523273,2.5788736,0.28060538,0.09312175,-1.5770743,-0.62944645,-0.674251,1.3181431,-1.418478,-1.6531863,1.3303959,-1.0075834,-1.0987185,0.022604227,1.2761667,0.66730404,-0.04980722
RS-5,0.64606565,-1.2511144,-1.243671,0.42937532,0.2498669,-4.0284185,2.3008366,-0.051804032,1.161993,2.5441465,1.32534,-3.1931438,-3.9882934,0.6557888,0.18607232,-2.6683102,3.275344,1.2739677,-0.08597547
SNG-M,0.26141226,-0.17291668,-0.36333287,0.041060224,0.14066342,0.056509346,-0.32074642,-0.35268405,-0.43000108,0.69570196,-0.81956244,-1.0645349,-0.021941409,-0.29375327,-0.42710784,-0.2284075,0.15527046,0.56938803,-0.12629673
BICR 16,0.5726079,-0.034634434,-0.68079686,0.77087045,0.48028007,-1.311725,-0.20628758,-0.3448416,-0.06041579,1.0113099,-0.75068605,-1.5205562,-0.34262756,-0.45939967,-0.012030721,-0.91883034,1.7125065,0.28137365,0.17118135
SH-10-TC,0.14626265,-0.86285067,-0.38502648,-1.0956924,-0.21000923,-0.19794334,1.0752828,0.4322327,-0.04352366,-0.06538671,0.43275738,0.1454223,-0.7652409,0.0954265,-0.30736423,0.005901307,-0.1980699,0.052832656,-0.35958642
COLO 205,0.87335616,2.068674,0.2817838,2.7397952,-0.24868083,0.09638283,-1.1454011,-0.31151223,-0.10094087,1.1184599,-0.9110545,-0.92076445,0.9741696,-0.506794,-1.0789224,0.11891344,0.8485315,0.8610042,-0.31918707
BICR 56,0.8579131,0.60952675,-1.095149,1.4646764,0.7141822,-1.0851185,-0.7961527,-1.1152844,-0.12605125,1.8847523,-1.4443924,-2.3400993,-0.08510864,-0.7304927,-0.53322875,-1.2278534,2.0385807,0.6473098,-0.16242775
SNU-886,0.53534925,-1.2666137,-0.43165302,-0.95673686,-0.22651516,-0.33517706,1.3265549,0.3013208,-0.056197435,0.16795965,0.17735991,-0.32849294,-0.8800974,0.5199876,-0.409397,0.008368649,-0.30072197,0.3497746,-0.18628642
T1-73,0.930725,-1.2661262,-1.5392896,0.67814124,0.1757984,-4.0487475,1.9370928,0.009325333,1.1035483,2.699095,1.3150456,-3.4161983,-4.0281925,0.6080413,0.24047133,-2.8200455,3.750595,1.4715514,-0.22693574
Caki-1,0.05912465,-0.8976407,-0.2770662,-0.5454482,0.1371221,-1.0693914,1.1257782,0.19125554,0.021935422,0.4681264,0.08706736,-0.9269216,-1.0836892,0.13929267,-0.22629257,-0.6415267,0.5869336,0.5484356,0.10932635
A-253,0.41678748,-0.060866978,-0.2527026,0.46539605,0.1852745,-0.6299975,-0.1202852,-0.5265879,-0.3501426,0.5077714,-0.3161051,-0.6876596,-0.21250203,-0.44527474,0.08246648,-0.19379881,0.78411126,-0.12907383,0.22562161
DM-3,0.5416852,-1.3825713,-1.0882885,0.07897672,0.016377345,-3.610742,2.241004,-0.017973654,0.9298024,2.335696,0.91267633,-2.8752809,-3.83745,0.5755651,0.07145275,-2.520371,2.7871008,1.3421383,0.06352249
TE 617.T,-0.2488975,0.08279134,0.4951865,0.508451,0.008980796,-0.87770396,0.4345777,-0.38725233,-0.1628449,0.23459572,0.21332769,-0.5336625,-0.67113686,0.020143252,-0.015290005,-0.30295673,0.79409784,0.078051105,0.8746948
COR-L47,0.8972581,2.4468462,0.09590873,4.623513,1.61449,-1.8362522,0.081633344,0.8956407,2.7848208,0.048686534,0.33620763,-2.1158795,0.3651241,-0.011585414,0.06828642,-0.83842546,2.343585,1.6952597,-0.378196
HL-60,-0.67096496,1.0113869,0.81419706,-0.12831661,0.63256717,3.2612402,0.59642226,1.417937,-2.2982783,-4.1789923,-0.49801445,2.4739828,1.5861064,-1.1337063,-0.54265267,3.6379826,-1.7655089,-1.0644557,-0.15291706
MDA-MB-175-VII,0.28136063,1.4338257,0.16726086,1.761898,0.27012014,0.3847621,-1.4956422,-1.1413026,-0.8535738,1.4951715,-1.5458792,-1.6612923,1.0885229,-0.5891402,-0.6398342,-0.48752698,0.9129131,0.38661173,0.08037874
NCI-H446,0.42441678,0.984842,-0.60627323,2.216362,1.0103972,-1.4088326,0.7521801,0.66737306,1.570881,-0.14199203,0.729575,-1.3413419,-0.60503453,0.045685768,0.27891687,-0.544162,1.6692235,1.3069068,-0.4149133
BL-41,-3.6733418,1.3501914,1.7068284,-2.293702,2.9964697,7.180307,3.8169458,5.6501503,-0.7273976,-12.357474,-1.4830685,6.807054,2.7889996,-3.999267,-4.195431,8.368415,-8.512157,-2.760869,-0.27713078
RKO,0.08120446,0.129303,-0.0013225339,0.09090758,0.14757766,0.31759006,0.46532053,0.55671215,-0.0028953627,-0.323561,-0.116864935,0.45654476,0.03053163,-0.12865534,-0.4930491,0.5933069,-0.49419206,0.1823261,-0.061815996
SUP-HD1,-0.81194335,1.0467911,1.2137585,0.16163844,0.92573166,1.9966004,1.1123493,2.2129776,-0.6369663,-4.024233,-0.18604283,1.8486648,1.2681507,-0.886351,-0.8805648,2.797902,-2.1957083,-0.8014511,-0.050554037
KMS-20,-0.7708819,1.3292036,1.0076679,-0.751805,1.2050296,3.377309,0.92200226,2.2031913,-0.968389,-4.883768,-0.16781372,3.032228,2.011941,-1.5763098,-1.4010522,4.4060593,-3.1851475,-1.4423866,-0.35328534
OC 316,0.0014849156,-0.24679524,-0.11055228,-0.3856551,0.05794335,-0.23662692,0.37723702,0.013945222,-0.34924978,0.034448363,-0.27553818,-0.31115577,-0.15329914,0.004153285,-0.14150976,0.08181577,-0.022303324,0.13590899,0.14785716
Calu-1,0.090600595,-1.06586,-0.13585916,-1.0462725,-0.34533203,-0.41507858,1.3037751,0.46624553,0.14934707,-0.24346235,0.2656173,0.048290193,-1.0145879,0.10634814,-0.41464055,0.038740918,-0.26507214,-0.11734632,-0.169715
NCI-H841,-0.13146532,0.06250225,0.36825064,0.103167035,0.04319498,-0.53599656,0.45965767,0.11952635,-0.206886,-0.094916135,0.17385545,-0.17755489,-0.24046014,-0.185288,0.11912626,-0.05393099,0.36063492,0.1747377,0.3262226
PE/CA-PJ15,0.08052555,0.33645684,-0.3732867,0.6731752,0.14490488,-0.12452807,-0.39511946,-0.8726828,-0.553536,0.6404703,-1.2348121,-1.0307432,0.13496691,-0.6576685,-0.44259894,-0.35843468,0.82479596,-0.26152536,0.21889439
NCI-H929,-0.80495983,1.6302276,0.9158801,-0.71539503,1.1021912,3.1158485,0.82344073,2.2461166,-0.94962794,-4.6702604,-0.27330005,2.8843176,2.1308398,-1.4633126,-1.1157941,4.5842795,-3.0108318,-1.1165314,-0.33392215
NCI-H2122,0.15685683,0.7634821,-0.09543601,0.63914675,0.3172909,0.6092385,-0.68954563,-0.43406597,-0.51238096,0.46111658,-1.1959646,-0.7667401,1.009811,-0.51885146,-0.5620502,0.24032715,-0.018985841,0.29190442,-0.29601005
Capan-1,0.2865726,1.2482488,-0.06898829,1.2550085,0.26145542,0.57465976,-0.8128557,-0.6329886,-0.31000572,0.98275673,-1.3961176,-1.3101501,0.9035901,-0.5538299,-0.76418483,-0.03296116,0.42271104,0.4827743,-0.21369648
NCI-H2110,0.09131539,0.83839107,0.14160769,1.258774,0.059410796,-0.18810792,-0.69794476,-1.0609952,-0.46366918,0.9925244,-0.7979323,-1.3692131,0.24812078,-0.4750341,-0.20363533,-0.4454622,0.8680861,0.16938634,0.35207045
Hs 571.T,0.96308017,-1.317864,-1.8445277,1.0748919,0.44212753,-4.888788,1.9906905,-0.34822828,1.0840722,3.4261198,1.2845774,-4.170411,-4.4409747,0.68448734,0.45308086,-3.2998939,4.4514523,1.8110638,-0.14090571
KP-2,0.06748223,0.02908511,-0.36301723,0.108303115,0.11826886,1.2049181,-0.12980765,-0.6254869,-0.2410443,0.42900553,-1.0719373,-0.31006518,0.46579906,-0.44528168,-0.8159678,0.34506884,-0.29280496,-0.13834518,-0.33203816
YMB-1,0.34619513,1.5321493,0.22101766,1.9486797,0.26671377,-0.26650593,-1.484555,-0.9972477,-0.59574926,1.4981458,-0.85071015,-1.5464411,0.9173321,-0.30622017,-0.12465843,-0.45606017,1.3025014,0.66051364,0.24304676
EC-GI-10,0.248676,0.22305222,-0.29510581,0.69159526,0.4697476,-0.63057226,-0.12539063,-0.5868942,-0.5161046,0.5775713,-1.0978789,-1.3367999,-0.06078607,-0.29609948,-0.46570113,-0.5418476,1.2144046,-0.1282674,0.2285789
MC116,-3.483673,1.4283047,1.5699389,-2.0196795,3.257557,6.7482133,3.8744168,5.605601,-0.68672067,-11.874306,-1.2981848,6.3867903,2.8028955,-3.8732023,-3.9660888,8.009823,-8.016165,-2.3977487,-0.36057866
SNB-19,0.0589317,-0.95375794,-0.0076354407,-1.0748366,-0.18793646,-0.6878558,1.2194047,0.3202748,-0.05053848,-0.10488421,0.39280635,-0.07641375,-1.0237395,0.35778192,-0.50075215,-0.026223168,-0.1887972,-0.025457203,0.12055926
SW948,1.131395,2.6092043,-0.006455511,3.7280931,0.34744108,-0.9256939,-1.9796603,-0.6305544,-0.15660557,2.2825985,-1.3371172,-2.4809303,1.267738,-0.27475604,-0.80495447,-0.40159163,2.0812774,1.5743186,-0.03979525
KMRC-2,-0.007148303,-1.0947638,-0.4074782,-0.96119934,-0.046654195,-0.6669866,1.2282952,0.34630418,-0.01186834,0.31988537,-0.073172614,-0.69967806,-0.99409306,0.27548304,-0.38819227,-0.46049654,0.14138491,0.5835993,0.03493026
AU565,0.38667032,0.91753644,-0.19675812,1.0027177,0.06298849,0.8396746,-1.3800809,-1.1899312,-0.7160189,1.5401757,-1.2765833,-1.0080266,1.0330818,-0.5277578,-0.520254,-0.14892802,0.52437997,0.641113,-0.20630893
KNS-81-FD,-0.16924913,-1.0078087,-0.09808963,-0.90656817,-0.10144907,-1.38348,1.5959637,0.3520993,0.3250675,0.058364533,0.6917063,-0.58540726,-1.4928348,-0.011017397,-0.4429946,-0.6943147,0.38775808,0.39181688,0.07082957
SLR24,0.37709108,-0.44028223,-0.5617253,0.42354938,-0.038425405,-2.021913,0.5348495,-0.352696,0.34743392,1.6968832,-0.4019827,-2.4887118,-1.5302005,0.3101151,0.21078807,-1.6627314,1.936785,1.4023874,0.35996044
SW1783,0.0021355692,-1.3196125,-0.16753049,-1.2543231,-0.32544577,-0.93249536,1.9578768,0.63209045,0.3318719,-0.034533486,0.6104185,-0.16409363,-1.5868282,0.28487778,-0.6525434,-0.2467437,-0.18709902,0.04423541,-0.102514416
IOMM-Lee,0.3253712,-0.43154913,-0.22550772,-0.11538619,-0.36109605,-0.65383935,0.70989037,0.48760116,0.13063557,0.44155413,0.24154755,-0.4471097,-1.1162574,0.03903568,0.14439216,-0.2562117,0.4211071,0.3294527,-0.05754447
WM983B,-0.038883604,-0.9880327,-0.09086281,-1.6054322,0.0072874203,-0.057613857,1.3242102,0.21501464,0.08342494,-0.08466916,0.34450418,0.33958656,-1.5779265,0.70260864,-0.37885725,-0.2251263,-0.80499804,-0.07554023,0.06883073
B-CPAP,-0.022856794,-1.0543464,-0.17689545,-0.8840381,0.2779927,-0.62897307,1.2346373,0.29137814,0.0065472014,0.26948458,0.5103192,-0.37828115,-0.941466,-0.0075887144,-0.13830388,-0.21638499,0.012924142,0.5544217,-0.44159272
CADO-ES1,0.62710863,0.77750796,-0.4283425,1.806328,0.82047504,-0.7354417,0.74867904,0.8957418,1.1372962,-0.0468197,0.67690694,-0.95343333,-0.6731483,0.02532871,0.0022962093,-0.20378275,1.2396019,0.67510986,-0.18313618
NU-DUL-1,-2.675415,1.4540224,1.7947341,-2.377955,2.418806,7.288765,3.2815924,5.1021643,-1.480132,-11.625191,-1.3380322,6.8474255,3.3615408,-3.768148,-3.7408056,8.503798,-7.905388,-2.6765966,-0.37881994
TEN,-0.0048833042,-0.23030207,-0.52265656,-0.37562865,0.35797825,0.59010744,0.21144885,-0.13891977,-0.5535325,0.13198406,-1.0093913,-0.31691772,0.16837743,-0.11852929,-0.3154878,0.32360518,-0.43019068,0.5598959,-0.31665048
Hs 729.T,-0.016520523,-1.2103381,0.09747652,-0.8715214,-0.22774805,-1.1588892,1.8233023,0.48916608,0.3471853,0.00027149916,0.8301831,-0.2656094,-1.8665719,0.23677024,-0.39169487,-0.4628941,0.29274818,0.07125178,-0.038728505
HEC-1-B,0.0019112378,-0.25815237,-0.26827145,-0.22432132,0.070978865,-0.021596797,0.34568763,-0.06914002,-0.65294784,0.12351088,-0.6533166,-0.32415128,-0.12091376,-0.074003905,-0.12938568,-0.079028085,0.21559542,0.22143914,0.101168856
OVISE,0.18299808,0.46968395,-0.3553826,0.72228086,0.33463016,-0.54331785,-0.629655,-1.1638253,-0.3487074,1.2469096,-1.3884507,-1.8791513,-0.11310305,-0.28793862,-0.12987071,-0.57530874,1.2403646,0.87224066,0.096028335
CAL-12T,-0.32144952,0.31832534,0.16983646,0.4895004,0.23918638,-0.13275963,-0.355011,-0.8486293,-0.7867267,0.5759347,-1.3172163,-1.0132898,0.27801254,-0.8038074,-0.4951527,-0.5101168,0.8557361,-0.29220295,0.5341937
COV318,-0.26599544,-0.15911773,-0.061610043,-0.23016274,0.37054855,-0.10109794,0.22272179,0.18754914,-0.19405653,-0.22341557,-0.18135302,0.102806576,0.1402555,-0.34351438,-0.15843335,0.112206504,-0.39417124,0.3467508,-0.12661165
KG-1,-0.47797453,1.2146211,0.8944967,-0.5926405,0.7838735,4.087068,0.7477738,1.8947163,-1.7556869,-5.548241,-0.32143697,3.1512594,2.1425247,-1.5500884,-0.53072023,5.0317545,-2.7802737,-1.3670146,-0.564168
NCI-H1734,0.14229126,-0.057302397,-0.26690677,0.018231764,0.021774888,-0.60440695,0.4144728,-0.183428,0.029297318,0.660855,-0.19922979,-0.8178178,-0.43639493,0.09261091,0.11661856,-0.2810492,0.4973141,0.38463598,-0.047644727
SU-DHL-6,-4.076127,1.3293518,1.743031,-2.159285,3.258649,7.4629765,4.0126543,5.9933276,-0.88008744,-12.791375,-1.8218219,7.2454453,3.0241113,-4.2504444,-4.681737,8.5295105,-8.933184,-2.7209604,-0.35076606
A-172,0.022363901,-1.0764617,-0.2707306,-1.0791676,-0.24453749,-0.8816157,1.764811,0.44174325,0.32568017,0.077754356,0.57889783,-0.1458871,-1.4103596,0.10311614,-0.34736022,-0.24637812,0.047376983,0.03428568,-0.04546915
A-498,0.2701677,-1.0586836,-0.49635404,-0.56057984,0.0040389,-0.95419717,0.8553833,0.025159452,0.14500867,0.95102644,-0.23974888,-1.2274294,-1.2731602,0.20494804,-0.56360096,-0.75058544,0.6435456,0.8802646,0.15017788
NCI-H2081,0.3381849,2.1893322,0.4513525,3.8490875,1.6942089,-1.2585468,0.42023662,0.8306854,2.4645886,-0.14786851,0.010006942,-1.6109533,0.35850373,0.057521522,-0.2626958,-0.59860134,1.5183073,1.2139533,-0.2088554
SK-LMS-1,-0.069246635,-1.3015705,0.1179932,-1.3446571,-0.30599222,-0.7198711,1.8689287,0.52703065,0.021309972,-0.36782354,0.5191837,0.18692401,-1.4631891,0.2435753,-0.4445151,-0.10341196,-0.20784733,-0.10261286,0.094081566
RD,-0.12937118,-1.0233023,0.2692387,-0.9175159,-0.16595753,-0.8414396,1.3738999,0.36925197,0.11357182,0.027360681,0.50698155,-0.17605796,-1.252886,0.33363014,-0.16715626,-0.30165786,-0.05230028,0.107594624,0.31230217
BEN,0.58257616,2.0590572,-0.020279206,3.372785,1.5090694,-1.3753757,-0.20420334,0.5754865,1.1675435,0.60625905,-0.44377652,-2.0025141,0.70849484,0.5733819,-0.34237486,-0.7186004,1.2564061,1.567579,-0.21611309
HuH-28,-0.007707198,-1.2111712,-0.12536235,-1.0293494,-0.0683825,-0.9183637,1.4605445,0.49935102,0.31130552,0.1432696,0.6792104,-0.3060382,-1.5473958,0.30829254,-0.4769041,-0.5127796,0.16382217,0.18854505,-0.062191516
KS-1 [Human glioblastoma],-0.18091245,-1.1870867,0.0057014944,-1.1507161,-0.45605788,-1.325428,1.6322968,0.21391533,0.11509218,0.22663741,0.6090168,-0.4542064,-2.094214,0.16108564,-0.3261835,-0.6839145,0.32749206,0.07130918,0.30846548
MOLM-13,-0.4675305,1.047783,0.5765881,-0.52591574,0.55674124,3.3544722,0.9541061,1.2503014,-2.7290988,-4.357994,-0.85098535,2.3312604,1.7718997,-1.2254083,-0.4661087,3.813174,-1.735579,-0.64917934,-0.35211152
HMC-1-8,-0.053322468,-0.25813293,-0.1308119,-0.20832857,-0.02004843,-0.036869146,0.46508127,0.33974478,0.054179076,0.023931876,0.11924401,0.083042555,-0.49467832,0.09035633,-0.25599018,0.27706662,-0.22091693,0.008306079,0.14288205
NCI-H854,1.360596,2.6590655,-0.070135124,4.0886765,0.97986436,-1.1384009,-1.5309205,-0.093569726,0.62992203,1.7052655,-0.6463843,-2.7665734,1.116893,0.06916542,-0.16586107,-0.9642491,2.0530078,1.6852987,-0.13904479
Panc 02.03,-0.1627141,0.31568003,0.027633741,0.39133286,0.110393316,0.541891,-0.13185301,-0.327667,-0.1904816,0.38648838,-1.052511,-0.7257039,0.37077656,-0.41524202,-0.7198969,0.110673755,-0.10564008,0.060597006,-0.03460063
MDA-MB-231,0.10678232,-0.7980545,-0.2363779,-0.76429313,-0.1486609,-0.26685506,0.92837924,0.20354119,0.039026953,0.08828731,0.007897109,-0.00060659647,-0.6443504,-0.099380955,-0.21962872,-0.088326946,-0.16386154,0.08169798,-0.27471608
BFTC-905,0.49565932,0.42030948,-0.40374956,0.85121,0.18504861,0.06912325,-0.39645126,-0.5740771,-0.64789724,0.6463764,-0.99520975,-0.8852794,0.4273288,-0.50193125,-0.28301466,-0.0493827,0.75501,-0.17617144,-0.14771347
DAN-G,-0.38942602,0.14551027,0.12416089,0.25960407,0.13910384,0.49807334,-0.15163356,-0.13442075,-0.4975255,-0.062471792,-0.8781994,-0.13738966,0.5632118,-0.5866212,-0.28991258,0.18492557,-0.056435525,-0.46146166,-0.024491992
Mono-Mac-1,-0.47414947,0.8312223,0.34336814,-0.75036323,0.8173196,3.027773,1.0531702,1.2972046,-2.5590456,-4.22274,-0.6567631,2.2595298,1.5351787,-1.1524712,-0.42327106,3.689468,-1.9993286,-0.76808316,-0.47620416
F5,0.5980374,-0.6231029,-0.71491206,0.6476099,0.07033397,-1.4150815,0.7162293,0.099070504,0.285918,1.0243306,0.3444847,-1.2857254,-1.5018339,0.027945071,0.20198493,-0.79295206,1.1730788,0.6002936,-0.034168
TOV-112D,-0.2207047,-0.16690834,0.43929964,-0.14993827,0.13218354,-0.4546174,0.65158975,0.34594196,-0.1477012,-0.68238086,0.1440366,0.14203404,-0.4138202,0.11209395,-0.24635309,0.037624933,0.008192107,0.02213879,0.6281944
PCM6,-1.1638643,1.4663107,1.4227332,-0.97347075,1.1680353,3.3290644,1.3608193,2.4391513,-1.1740948,-5.6971188,-0.19912237,3.520351,2.3314357,-1.7084777,-1.4620159,4.8713827,-3.6896849,-1.5038419,-0.19289322
Hs 939.T,-0.073649675,-1.6495116,0.07293081,-1.9808377,-0.27997226,-0.83509386,1.9342794,0.16913503,0.1910699,0.2279875,0.47898605,0.0075899065,-2.3016367,0.86114967,-0.4768507,-0.7916414,-0.5942919,-0.15505168,0.30085
Karpas-620,-2.3336875,1.0906624,1.404077,-1.0650717,1.992279,4.646558,2.0671754,3.5248044,-1.0595777,-7.788044,-0.84405714,4.589772,2.439445,-2.4349132,-2.383792,6.254166,-5.1444755,-2.010924,-0.21137257
SK-MEL-24,-0.17674574,-1.624716,0.14735238,-2.126011,-0.15311623,-0.7887366,1.9312384,0.18873918,0.19576156,0.18693529,0.4211411,-0.011604667,-2.3843331,0.7096951,-0.45437476,-0.8705485,-0.55200076,-0.13945597,0.1766552
KM12,0.69654083,1.5901334,0.2557075,1.8150175,0.1661656,0.19921291,-0.6430365,-0.0062300265,-0.3832934,0.75703025,-0.762184,-0.64375997,0.8667785,-0.38441172,-0.5940512,0.4189839,0.3986159,0.8125706,-0.271008
Kasumi-2,-0.8749248,1.7963188,1.5920311,-2.1031556,1.0396762,6.8445663,1.8057933,3.4195333,-1.6065425,-8.904207,-0.47807866,5.8217516,3.7128189,-3.2858992,-1.8959407,8.21454,-6.113212,-2.0823064,-1.0110546
Granta-519,-2.7002757,1.3741984,1.6171091,-1.9770057,2.2217953,5.968998,2.7876217,4.4415517,-1.3051811,-9.750275,-1.132586,5.7437353,2.9033756,-3.010508,-2.948048,7.388692,-6.8907485,-2.4667163,-0.28314155
HCC1395,-0.016002089,-0.8802314,0.12013436,-0.8701115,-0.27843902,-0.5963682,1.0477414,0.2615443,0.042706333,0.15554552,0.22996813,-0.052069165,-1.0107353,0.13638952,-0.5506372,-0.13751733,-0.03908255,-0.069008,0.11372416
MOLP-8,-0.25924146,0.6036918,0.3160174,-0.5462631,0.59145355,2.2988944,0.6684217,1.5964886,-0.6837295,-3.0661273,-0.21024877,2.2326164,1.0239276,-1.1701413,-0.9008895,3.2088351,-2.2271247,-0.60618424,-0.16083503
EFE-184,-0.027951151,-0.27316916,-0.1798057,-0.25698522,0.5110169,-0.4126966,0.25325468,-0.21696562,-0.107949674,0.55538374,-0.6072984,-0.93495893,-0.22189665,-0.07821955,-0.3095798,-0.43019038,0.14141816,0.58385307,-0.028038733
SUIT-2,0.0072885826,0.05864069,0.09796473,0.8329221,-0.012697149,-0.4246431,0.15355179,-0.11254093,-0.10699676,0.33088374,-0.1149983,-0.5906434,-0.23386966,-0.26211226,-0.5720582,-0.13394268,0.6277683,-0.016521938,0.25372124
COR-L105,-0.43582863,-0.15738687,-0.065559,-0.1111728,0.20142461,-0.46876767,0.063469395,-0.43633246,-0.13895978,0.3530829,-0.5468417,-0.8357018,-0.22068584,-0.06981598,-0.08579096,-0.1565541,0.41868997,-0.10779031,0.4521038
HT-1080,-0.14537796,-0.94012475,-0.08928274,-0.91083384,-0.4398223,-0.5929887,1.1557674,0.34191462,0.18767856,-0.0296098,0.32574666,0.06771574,-1.1057143,0.18266161,-0.29433355,-0.092730574,-0.22405864,0.04085155,-0.01875922
HT-1376,0.34908232,0.15807581,-0.31536227,0.4881044,-0.058065966,0.29877102,-0.6007344,-0.92383015,-0.5446358,0.9731456,-0.87113947,-0.87602574,0.16194609,-0.5871618,-0.3636958,-0.0322942,0.69600123,-0.024908349,-0.10714536
LOX-IMVI,-0.020066157,-0.54599047,-0.15896747,-0.97553736,-0.23191181,-0.26139644,1.1891171,0.52313966,0.10137338,-0.40275803,0.44704548,0.40844673,-0.64688337,0.09831725,-0.28791445,0.25600252,-0.70738363,-0.111822225,-0.054550625
SCC-4,-0.0016123056,-0.47816545,-0.45092177,0.20500869,0.36621824,-0.56728315,0.17534654,-0.4594344,-0.24133494,0.47575548,-0.9463215,-0.89576656,-0.24027896,-0.5121344,-0.5109022,-0.51488626,0.7094258,-0.123985514,0.01937525
SNU-601,0.39122283,1.7657554,-0.016715392,2.073344,0.0217852,0.3443233,-1.3626459,-0.92853606,-0.62631667,1.6935132,-1.4320602,-1.8349402,1.1553586,-0.5792668,-0.8924488,-0.14997384,1.1174057,0.79117113,0.024835214
MCF-7,0.47651207,0.59118783,0.13619083,0.93564737,0.024264306,0.69265074,-0.9260205,-0.530225,-0.5686084,0.6802786,-0.6972289,-0.4058656,0.7139976,-0.40907615,-0.24021935,0.26181644,0.1372502,0.24467817,0.020642534
OVKATE,-0.094821095,0.6395572,0.0020861998,0.7047034,0.32129082,-0.45778883,-0.6557395,-0.63708156,-0.5818466,0.9536207,-1.1292505,-1.4127455,0.28251445,-0.54933786,-0.24139453,-0.512406,0.76500916,0.19316146,0.34498948
SF172,-0.21880183,0.04641737,-0.06618959,0.7052919,0.033098362,-0.5369718,-0.049021162,-1.0168464,-0.2972347,0.9964456,-1.0995079,-1.3011421,-0.2714931,-0.34584877,-0.47191024,-0.8545514,1.0385866,0.18382683,0.58779335
LK-2,0.15088798,0.9439215,0.54777634,1.4881378,0.38773733,-0.76951027,-0.19177435,0.13598475,0.029002368,0.13152206,-0.105521195,-0.7178687,0.5817722,0.16957599,0.24990928,-0.19570632,0.9218234,0.41620493,0.42714795
NB4,-0.3004732,0.5128428,0.58816355,-0.5208894,0.37955153,3.022435,0.87693673,1.3538443,-2.0755768,-3.6697361,-0.5838452,2.3525715,1.0783666,-0.8788691,-0.40389642,3.265558,-1.8533463,-0.9071038,-0.21383488
OS-RC-2,0.17022441,-1.0233988,-0.51825905,-0.74945104,-0.06635651,-0.9232155,1.1813035,0.10086785,0.013321996,0.7991079,-0.13221656,-1.230665,-1.4041346,0.23999646,-0.36858082,-0.6764958,0.49034718,0.8032303,-0.029698506
JK-1,2.0968368,1.3710791,0.50495744,1.7611386,-0.32846814,1.2991189,-1.2703935,-0.79018766,-1.9725149,-0.104704484,0.36990148,-0.8396206,0.9547467,0.08751193,1.6373467,1.9992969,1.5668254,1.0490601,-0.39999974
