,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79
HT115,-0.5997432,0.80918336,3.2598326,2.069749,-0.04312274,1.6605618,-0.5855769,-2.1251662,1.7519649,0.23710372,0.15448256,2.4403434,-0.49392006,-0.5408504,1.6187091,0.62637866,-0.15738012,2.228337,-0.35366768,-0.61696935,-1.0070776,-1.8458977,-1.04169,-0.8330458,-1.4067247,-0.28569958,-2.254163,-0.5038352,0.015473308,-0.1750564,3.0639942,1.2053765,-0.6864094,-1.2544479,1.2096057,1.5339978,-0.49661443,0.6367251,1.912084,-1.9947051,-1.3470708,-0.44680876,-1.0653408,0.2987666,0.9505067,-0.36581656,-2.5429528,0.60834885,0.4506688,-2.39562,-1.8524847,1.2630229,2.5864985,-0.73886377,-0.31449258,-0.24900724,-2.2988188,0.79869884,-0.5476597,0.99569935,0.3662876,-1.0032784,-2.225835,-2.0969043,-0.392439,0.4954397,0.05358861,-1.1602721,0.9526435,0.34786993,-1.1653199,-1.0107429,-1.5476794,0.17059074,-1.8994799,2.8977144,-2.3059092,1.5801882,-0.9184117,-0.30704904
AN3-CA,0.017722832,1.2302536,0.5952317,1.2024246,0.8581942,1.5581397,-0.9227467,0.30349353,0.6637782,0.25874686,-0.8398519,0.65427876,1.1568946,-0.019298319,-0.26065278,1.1693026,0.14725965,0.3260928,-0.007620457,-0.33804378,-0.76022995,-0.6490637,0.42193612,-0.27782294,-0.39740226,-1.0934285,-1.8782972,0.24694332,-0.03997438,-0.15747426,1.6706142,0.6341618,-0.5185638,0.026751783,-0.24544081,-0.38133225,0.9573991,1.8568535,0.22024435,-0.14236176,-0.5180843,-1.0033988,-1.4131995,-0.102954745,0.66775286,0.3347999,-0.96352935,0.88118196,-0.6263567,-0.22512425,-0.53553224,1.288905,0.7452281,-0.6396972,0.3025656,-0.78255236,-1.6643242,-0.09027561,-0.36383677,0.36971158,-0.20602062,-0.0121637015,-1.2623903,-1.5282178,0.57253474,0.40509117,-0.68542624,0.53082275,0.43427768,0.38784966,-0.29339454,-1.4284691,-0.52486384,-0.9423579,-0.91812176,1.1483513,-0.21729654,0.020950742,-1.1761295,0.52633506
MOLM-6,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
MCAS,-0.3343094,0.720058,1.1759866,0.77783763,0.39432716,0.8709103,-1.8050735,-0.43466148,1.1211282,-0.5097611,-0.5925918,0.28636897,0.5169866,-0.8717376,-0.55299824,1.456409,0.1820766,1.2408051,0.78616905,0.56024057,-1.462634,-0.35997552,0.5829636,0.14617541,-0.7369281,-0.1081761,-2.4283924,-0.20122445,1.0479083,-0.19839281,1.5185645,1.3540392,0.17735969,-0.08175348,-0.99538803,-0.020567017,0.7352923,0.74459416,0.27859914,-0.51474935,0.5769854,-0.65428257,-0.042218007,-0.6171765,1.6421974,0.29316336,-1.6095984,0.40127662,-0.6889244,-0.6708746,-0.42927235,0.8846943,1.06975,-1.3095825,-0.12976696,-0.5118204,-1.2121669,0.29992878,-0.51163614,0.45481881,-0.6112772,-0.36119795,-1.5782955,-1.9678899,0.8974135,1.0383058,-0.5448079,-0.06910812,0.08345569,0.84600264,-0.6182736,-0.83857965,-0.61654854,-0.8484111,-0.86720717,1.297672,-0.8981964,0.58090585,-1.5026697,-0.55536544
MOG-G-CCM,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
HCT 15,-0.47093993,0.4478362,2.773616,1.6272228,0.2680742,1.209612,-0.31681323,-1.7034124,1.4723648,0.39315158,0.47816858,1.8952024,-0.2774706,-0.90687704,1.6154541,1.0515841,-0.15035717,1.7537597,-0.3745253,-0.7086851,-2.1956222,-1.356501,-0.6794771,-0.940567,-1.2432481,-0.16208217,-2.2071607,-0.7673927,0.2840791,-0.09572151,2.7246687,1.4592023,-0.7510078,-0.59046334,0.98606867,1.1686178,-0.015943121,0.46475214,1.8422477,-1.4496536,-1.1261113,-0.3676078,-0.7780634,0.2792172,1.217353,-0.4417481,-2.1690297,0.88059705,0.1273077,-1.814951,-1.9233683,1.1310637,2.3028731,-0.5785203,0.042946234,-0.7569784,-1.8006234,-0.058688648,-0.26218015,0.79097426,0.18147354,-1.0648307,-2.1853452,-1.8941896,0.2863981,0.7832825,-0.00025246103,-0.47474125,0.39487088,0.4886598,-1.5449857,-1.216983,-1.1150693,-0.26101166,-1.5149595,2.4225566,-2.372867,1.4133279,-0.74450547,-0.42493418
UACC-62,-0.064658985,1.1109387,0.9173923,1.4587699,-0.7820973,0.85229975,-2.7067187,-0.78015715,1.4430474,-0.24865189,-0.7051892,0.25961712,0.9723875,-0.98170614,-1.0334834,1.633606,1.3943793,0.641408,1.503042,0.16685764,-2.096448,-0.2629747,1.1630166,-0.21491902,-0.7061792,-0.5745291,-2.804477,0.28489023,0.5838282,-0.53210604,0.619597,1.3121122,0.7339385,0.124928236,-0.7390672,-0.24897197,1.1304748,0.15943076,0.512752,-0.82245886,0.6022574,-0.8700755,0.366349,-1.3726892,1.8256222,0.19437595,-0.8962083,-0.0011370915,-1.585658,-0.74522054,0.4214728,0.18401489,1.6859602,-1.3732293,-0.32855585,0.40765288,-0.92118084,0.7598737,-1.1216339,-0.24671406,-0.17147434,0.8486323,-2.3764396,-2.3117292,0.21104112,0.69460714,-0.32799378,-1.2091632,-0.3127741,0.5540457,-0.9941684,-0.10317065,-0.6429279,-0.09374137,-0.93094987,1.9777874,0.044836197,0.34518486,-1.6785005,0.16163445
RPMI-8226,-0.12151678,0.26514918,0.37312168,0.42753658,-0.29230824,0.20962419,-0.2001139,-0.45887387,0.3530717,0.0748646,-0.13233884,0.58793694,-0.16294889,-0.1919213,0.26726308,0.25085324,-0.04775133,0.48244035,0.12800336,0.04189291,-0.25330117,-0.20018364,-0.26780272,-0.06721773,-0.43223366,0.035194788,-0.420195,-0.27431792,-0.052547492,0.02790635,0.70712084,0.542992,-0.31657258,-0.213488,0.35031924,0.20587602,-0.010247913,0.33004248,0.35398155,-0.47152317,-0.21677023,-0.2221591,-0.24342768,0.105149046,0.31741175,-0.550238,-0.4185939,0.2642717,0.17203207,-0.44494125,-0.5502638,0.09964783,0.47743142,-0.35588753,0.051894102,-0.007951127,-0.27556962,0.055780556,-0.08660066,-0.14842644,0.2519096,-0.112518564,-0.4039197,-0.46014717,0.20276737,-0.030502813,0.059583355,0.06415055,0.26159182,0.043562654,-0.22537321,-0.3423691,-0.30065078,0.12851608,-0.4690623,0.682172,-0.5419147,0.24717572,-0.21699128,-0.3203103
MOG-G-UVW,0.327516,1.2264332,-0.16133769,1.2590332,-0.5403092,1.2956362,-2.6543267,0.25609356,0.69552684,-0.08948372,-1.1453052,-0.09861312,1.8514692,-0.8373468,-2.1464813,1.4948788,1.577515,0.07602648,1.1931845,0.28414717,-1.8121799,-0.10086977,1.5733525,0.2016576,0.009565392,-0.9237614,-2.3120418,0.78723586,0.34122437,-0.69414383,-0.010678556,0.6351006,0.74742365,0.3214814,-1.3114042,-0.8667179,1.7129084,0.6821037,-0.25775898,-0.20100474,0.54635024,-1.0467234,-0.3239097,-1.4551724,1.7060448,0.07542433,-0.096891925,-0.20185153,-1.9239348,0.019004105,1.2033156,0.45732763,0.6576918,-1.709683,0.031670325,0.22060975,-0.998781,0.5007457,-1.1876119,-0.44107488,-0.35724798,1.1178796,-1.6072974,-1.9588945,0.44601905,0.5209052,-0.45019463,-0.61271614,-0.09588769,0.45373702,-0.7399939,-0.40773875,-0.1136771,-0.5378999,-0.81617093,1.588508,0.82892185,0.30898464,-1.8158342,0.61018914
U-118MG,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
SF295,0.25462836,0.9745896,-0.3794318,0.85621774,0.40358254,0.9298679,-0.7020443,0.45048404,0.11459732,0.43431845,-0.53502846,0.44231528,0.6206141,-0.0942368,-0.84846365,0.8539686,0.45210028,0.2918726,0.4515761,0.12426032,-0.79844004,-0.29041478,0.42454764,-0.17371522,-0.117231354,-0.34660634,-1.2568392,0.1731511,-0.20493522,-0.28185987,0.66271526,0.28886393,-0.11447493,0.21926491,-0.42402226,-0.7430966,0.23149016,1.1641188,-0.35459512,0.013522741,-0.24652714,-0.8246268,-0.8799256,-0.41395357,0.34419793,-0.011906674,0.070585154,0.44907662,-1.1780444,-0.06345559,0.10966144,0.37153855,0.31097308,-0.35179225,0.30837637,-0.18945873,-1.0867943,-0.13887063,-0.13892068,-0.19265407,-0.13173385,0.5106974,-0.4806476,-0.87743807,0.3869052,-0.1749885,-0.6854818,0.39564505,0.22957633,0.5803587,-0.35528073,-0.53698546,-0.10053362,-0.5162762,-0.8304177,0.8986872,0.23496817,0.0017307275,-1.0320753,0.11614331
DMS 153,0.06959234,0.31809056,-0.445199,0.3265653,0.16947189,0.8969386,-0.30834612,0.29453862,-0.22718728,0.25926256,-0.39512148,0.37092543,0.52803284,-0.40231076,-0.5283716,0.40216586,-0.06889616,0.14295475,0.14153105,-0.0038489564,-0.33550206,-0.24515562,-0.26919508,0.47722796,-0.055717185,-0.34568408,-0.33808622,0.29525882,0.24425392,-0.23274687,0.6863262,0.24015322,-0.010119256,0.11362719,-0.13540204,-0.16432072,0.19672056,0.7967581,-0.13580787,0.26214558,-0.1572982,-0.26504406,-0.815178,0.12559094,0.47057232,-0.6948043,0.052054487,0.061091986,-0.17610168,-0.1595389,-0.10055043,0.6761125,-0.40730795,-0.62028986,0.390301,-0.67923844,-0.45848674,-0.41253385,0.14829254,-0.09528391,-0.21551943,-0.047327075,0.34546432,-0.7992033,0.3772552,0.08191309,-0.2235003,0.3319979,0.2645181,0.29274744,-0.051689193,-0.5416237,0.19401135,-0.44187486,-0.60648745,0.6105941,-0.16012168,0.04727281,-0.55327517,0.36271983
Ki-JK,0.09938307,1.2495644,-1.0492592,0.7561874,-1.4355131,1.2649472,-3.6797557,1.9862158,0.14185894,-0.38596046,-2.7254758,-0.08290631,3.717232,-2.32977,-2.3554842,1.1110178,2.4032347,-0.4889835,2.3834088,0.27558818,-1.4334433,0.5793036,2.725135,0.95012695,0.4127406,-0.24283287,-1.7133723,1.3074906,0.570863,-0.72886646,-0.7194816,0.36581993,2.5748165,0.83956224,-1.4318368,-1.4415314,2.0573277,0.48572063,-0.4973566,0.6218484,1.0261023,-1.1220803,0.8449356,-0.76860964,1.8514937,0.28349152,0.1278816,-0.8025207,-3.0623083,1.8009795,2.1746206,0.6978952,-0.7287019,-3.2380974,0.060713965,-0.30239564,0.03060953,0.34144902,-1.879986,-0.5512146,-0.7357826,1.71015,-0.76946235,-2.8233702,-0.1864411,0.03362584,1.0876148,-0.68652713,0.11583,0.99522793,0.3441438,0.6140236,0.28291243,-0.8050402,0.00019934961,1.6975752,1.9957479,0.45870748,-2.085959,1.2628219
SNU-8,-0.12151678,0.26514918,0.37312168,0.42753658,-0.29230824,0.20962419,-0.2001139,-0.45887387,0.3530717,0.0748646,-0.13233884,0.58793694,-0.16294889,-0.1919213,0.26726308,0.25085324,-0.04775133,0.48244035,0.12800336,0.04189291,-0.25330117,-0.20018364,-0.26780272,-0.06721773,-0.43223366,0.035194788,-0.420195,-0.27431792,-0.052547492,0.02790635,0.70712084,0.542992,-0.31657258,-0.213488,0.35031924,0.20587602,-0.010247913,0.33004248,0.35398155,-0.47152317,-0.21677023,-0.2221591,-0.24342768,0.105149046,0.31741175,-0.550238,-0.4185939,0.2642717,0.17203207,-0.44494125,-0.5502638,0.09964783,0.47743142,-0.35588753,0.051894102,-0.007951127,-0.27556962,0.055780556,-0.08660066,-0.14842644,0.2519096,-0.112518564,-0.4039197,-0.46014717,0.20276737,-0.030502813,0.059583355,0.06415055,0.26159182,0.043562654,-0.22537321,-0.3423691,-0.30065078,0.12851608,-0.4690623,0.682172,-0.5419147,0.24717572,-0.21699128,-0.3203103
UM-UC-1,0.6413183,0.4692193,-0.45789114,0.38218647,-0.26539114,1.0260867,-0.25931048,0.23586072,-0.069681086,0.44772336,-0.50594056,0.7734556,0.4058418,0.10037014,-0.58731955,0.32917356,0.5687751,-0.43643677,-0.18528779,-0.2492119,-0.42331058,-0.047305968,0.05570516,0.5114992,-0.016344018,-0.40173677,-0.14879249,-0.03326586,-0.20249346,0.3484702,0.5197384,0.16802253,-0.21211831,-0.21682635,0.051480778,-0.14396116,0.5128902,0.9994062,0.14076065,0.051244963,-0.6006685,-0.6800617,-1.2582542,-0.14066422,0.13408244,-0.4829063,0.052463092,0.24298094,-0.3851847,-0.39896822,0.04847113,0.32232797,0.14463359,-0.5197408,0.47954056,0.020371497,-0.39826053,-0.53030235,-0.0474406,-0.57042587,-0.063299134,0.23297012,0.2848854,-0.5999952,0.63884485,-0.3565317,-0.1029873,0.38266626,0.065117046,-0.32097873,-0.17362846,-0.9620653,0.26966852,-0.34578094,-0.88809,0.7126782,-0.20171997,0.5197616,-0.4897617,0.04359108
UM-RC-2,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
NCI-H69,0.15555684,0.29848182,-0.56886363,0.12297493,-0.011574946,0.6833988,-0.34149247,0.4030282,-0.32807824,0.29546997,-0.52923715,0.30144194,0.6587259,-0.29327726,-0.66001326,0.28170806,0.15213,0.009672168,0.11438019,0.021154894,-0.16535822,-0.073219635,-0.09523899,0.5954421,0.08202661,-0.2771692,-0.17694382,0.32294324,0.05747707,-0.10024159,0.38485387,0.2758836,-0.03311279,0.1912386,-0.06267179,-0.27242017,0.07113563,0.558293,-0.2714887,0.43844184,-0.17564394,-0.26129946,-0.7016383,0.124025814,0.26612362,-0.67656106,0.28933227,0.12955289,-0.34079146,0.003910553,0.03751881,0.4899612,-0.37970784,-0.73133725,0.41962123,-0.47838777,-0.20706658,-0.52789885,0.01664763,-0.33308616,0.012837436,0.21131186,0.43113846,-0.6834444,0.3379433,-0.18587887,-0.09355498,0.4468861,0.09553384,0.19100201,0.07734101,-0.44054183,0.3872253,-0.20492987,-0.5788928,0.4775563,-0.014264049,0.07997949,-0.51302797,0.19683455
Toledo,-0.25463173,0.23819743,0.336549,0.6800907,-0.29591247,0.2177899,-0.491976,-0.54723495,0.21370655,-0.054200277,0.09631795,0.54332817,0.12618792,-0.20626281,0.47251448,0.27544016,-0.096125886,0.627293,0.077885374,-0.098171204,0.105269395,-0.17912216,-0.38793436,0.0563719,-0.51776636,-0.053489644,-0.7348345,-0.14769353,-0.033062622,0.0033269713,1.141262,0.71527267,-0.29268166,-0.27063113,0.62194365,0.11533076,-0.23634268,0.21228082,0.72380185,-0.34362713,-0.30013785,-0.19537729,-0.28700888,0.12872194,0.52569526,-0.7417874,-0.015397712,0.35883978,0.2161211,-0.85724366,-0.68576145,-0.014502344,0.56057805,-0.44057608,-0.14825211,-0.10141103,-0.54257977,0.025821267,-0.08222312,-0.1617935,0.39378563,-0.14202741,-0.90572256,-0.4946939,0.3033008,-0.017853493,0.10414179,0.22099105,0.13038224,-0.0031033352,-0.3029342,-0.37375018,-0.2803076,-0.35593477,-0.48917773,0.64384055,-0.445266,0.14325187,-0.5232348,0.028815115
NCI-H3255,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
MSTO-211H,0.17940046,1.2787908,-0.8626253,0.7704321,-1.3319554,1.4491267,-3.9091735,2.0119946,0.17630744,-0.5032763,-2.8983474,-0.11719065,4.0603676,-2.2609339,-2.3732495,1.1616193,2.3946662,-0.7468689,2.1646147,0.027500821,-1.0648638,0.43462816,2.821025,1.2166375,0.5706419,-0.5671689,-1.7997211,1.4431183,0.6312728,-0.6405413,-0.54289985,0.32721493,2.517603,0.8276827,-1.4094325,-1.4602137,2.2950816,0.64331734,-0.48556876,0.7517637,1.1222473,-1.2084107,0.6242697,-0.4348082,1.8854351,0.384276,-0.1756741,-0.56755537,-2.6034195,1.7958249,2.138288,0.8303774,-0.70873487,-3.4664567,0.08372366,-0.3194,-0.054075133,0.61228144,-2.170218,-0.56965905,-0.609208,1.5495946,-0.9484603,-2.7706015,-0.060097694,0.2931144,1.2316972,-0.8341796,0.17152593,0.61673385,0.6633672,0.38741344,0.23672935,-0.83395904,0.024034461,1.6284432,2.01462,0.56556344,-2.1712227,1.4536074
SK-N-SH,0.19163555,1.4280059,-0.8683171,0.8603281,-1.267008,1.3943146,-3.7238774,1.797926,0.3793289,-0.15400645,-2.7063565,-0.015289897,3.6942413,-2.3069537,-1.9851531,1.2087957,2.3470116,-0.47131878,2.296926,0.03986437,-1.6079541,0.55004466,2.8149977,0.8381824,0.14750917,-0.5315782,-1.8248261,1.2487307,0.5302014,-0.5438298,-0.42425108,0.59223884,2.4090657,0.85639656,-1.2738866,-1.2648661,2.293685,0.80188954,-0.33889562,0.59504694,0.9035463,-1.2010981,0.5225206,-0.6070475,1.8393533,0.15721281,-0.11510042,-0.755724,-2.9843094,2.000177,2.0201302,0.86560273,-0.5764138,-3.1862173,0.15414399,-0.47934115,-0.17040618,0.17037728,-1.8700335,-0.45235315,-0.8154854,1.6756495,-0.9566054,-3.061488,-0.08315314,0.108465955,0.9528903,-0.5894897,0.11864435,1.2521507,0.29187688,0.5080809,0.2923804,-0.87852395,-0.02609956,1.8059928,1.8614103,0.4108339,-2.0080597,1.3541442
HCC1588,-0.49264118,1.1408031,0.6352161,1.3529828,-1.5278858,0.8398667,-3.6296682,0.9674089,0.89299977,-0.20243908,-1.8189472,0.40224501,2.8108537,-2.872437,-1.078786,1.4055148,2.1403356,0.7391784,2.3143792,0.2214589,-2.2071157,-0.22187045,2.6459737,0.062636495,-0.2393714,0.5711761,-2.7650228,0.50329137,0.6451908,-0.9635045,0.046353173,0.8604825,2.5347996,0.6816079,-0.81350833,-0.64295363,1.4413992,-0.6737651,0.08974265,-0.6904424,1.3289272,-0.7403566,1.6986396,-0.64821285,2.1801572,0.0906801,-0.58705693,-0.5869373,-2.9968164,1.0107563,1.3726687,0.4365098,0.4173288,-2.9206898,-0.31900594,-0.0022422562,-0.37022227,0.8359344,-2.2175987,-0.05739871,-0.45795766,1.3006989,-1.8429835,-2.7255993,-0.5594617,0.6437036,1.4852802,-1.5782586,0.2133315,1.1782154,-0.37520418,1.1326944,-0.36217284,-0.17947234,-0.029602839,2.4830472,1.1102812,1.2724847,-2.0290804,0.72417974
NU-DHL-1,-0.12151678,0.26514918,0.37312168,0.42753658,-0.29230824,0.20962419,-0.2001139,-0.45887387,0.3530717,0.0748646,-0.13233884,0.58793694,-0.16294889,-0.1919213,0.26726308,0.25085324,-0.04775133,0.48244035,0.12800336,0.04189291,-0.25330117,-0.20018364,-0.26780272,-0.06721773,-0.43223366,0.035194788,-0.420195,-0.27431792,-0.052547492,0.02790635,0.70712084,0.542992,-0.31657258,-0.213488,0.35031924,0.20587602,-0.010247913,0.33004248,0.35398155,-0.47152317,-0.21677023,-0.2221591,-0.24342768,0.105149046,0.31741175,-0.550238,-0.4185939,0.2642717,0.17203207,-0.44494125,-0.5502638,0.09964783,0.47743142,-0.35588753,0.051894102,-0.007951127,-0.27556962,0.055780556,-0.08660066,-0.14842644,0.2519096,-0.112518564,-0.4039197,-0.46014717,0.20276737,-0.030502813,0.059583355,0.06415055,0.26159182,0.043562654,-0.22537321,-0.3423691,-0.30065078,0.12851608,-0.4690623,0.682172,-0.5419147,0.24717572,-0.21699128,-0.3203103
Hs 839.T,0.02490543,0.38896996,-0.39074466,0.40887064,-0.12331058,0.6654712,-0.12590861,0.35071003,0.028180161,0.22922426,-0.44422966,0.53960997,0.6627991,-0.122755535,-0.34196785,0.49078736,-0.040656347,0.15539011,-0.15383373,-0.018883513,-0.27602273,-0.2591381,-0.043296378,0.11911341,-0.23769766,-0.5163096,-0.32153243,0.25584438,-0.16788252,-0.093504004,0.6586015,0.1624371,-0.29272935,0.032038894,0.24107851,-0.15587406,0.21105884,0.8965421,0.02006142,-0.03399702,-0.3449761,-0.28478292,-0.7418722,-0.057500433,0.20694798,-0.46946535,0.06976207,0.16638605,-0.26249316,-0.0055905315,-0.13758625,0.5934636,-0.058395773,-0.47569808,0.36121404,-0.40813252,-0.41804403,-0.40492857,0.07547284,-0.20305367,-0.03438246,0.17398223,0.07829192,-0.6210711,0.21367668,-0.19278699,-0.07911822,0.54902595,0.25392246,0.14757244,-0.033733796,-0.79776603,-0.0035352155,-0.19622959,-0.51794606,0.58242124,-0.041317426,-0.06686636,-0.53664017,0.3460622
