,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36
NCI-H1836,24.886208,71.10141,-3.0168784,-128.34578,58.331078,-75.536415,-39.948715,-36.980377,0.9426098,-115.08138,-89.57047,-56.89138,81.79438,15.799851,-5.598411,-12.696162,-176.00403,24.076853,-25.112387,-2.3208706,69.24005,66.67557,-98.732574,-117.60052,-10.829271,-82.53811,-101.82303,78.31722,86.189354,78.58286,88.338425,104.34822,88.5912,-35.63646,-54.252182,-109.92481,-74.269936
SH-4,4.1839633,131.95158,53.79041,-47.296646,48.848434,10.14795,-59.250656,-10.649667,-6.748937,-65.837,-52.030605,-50.169415,75.37425,27.936,43.5769,-85.03153,-63.729263,97.1478,-64.22151,-106.084175,42.30382,-19.49229,-13.591231,-19.611599,-41.998703,-41.895313,-93.095634,47.429214,1.0281832,-39.037094,84.54062,27.278593,-9.285408,-44.902653,-89.2749,-90.48815,-72.51302
SNU-878,-4.371454,122.4819,50.845425,-7.4415817,85.50419,49.37178,-107.2349,-53.511433,49.732925,-103.85159,-59.675316,-39.12755,61.098248,81.340706,102.51734,-97.63303,20.623238,61.87558,-7.457352,-128.6743,47.52803,59.001934,-28.627056,-40.09038,-64.26582,-83.408875,-100.739494,107.0104,40.051018,20.108252,10.97851,8.791636,20.705618,-99.962234,-108.072754,-79.12258,-40.123127
EWS-502,16.613413,79.93498,-33.70799,-58.651184,83.93415,-7.7006187,-57.50837,11.592141,-44.97826,-117.620094,21.072897,-55.294514,98.223175,49.06383,11.738989,-53.907963,-128.12079,47.295563,-75.515366,-22.19408,88.740295,48.053688,-65.080215,-84.56966,4.343058,-85.81744,-96.09247,61.368763,34.796833,7.666338,73.284904,96.872856,72.300865,-60.80557,-74.36026,-121.915504,-115.66718
MOR/CPR,7.6066017,47.478325,56.680866,-57.910423,25.799797,5.743106,-58.63047,-103.357315,49.832,-81.106476,-108.348015,-43.262753,13.342494,68.27007,43.75758,-53.631653,-56.82639,26.0625,39.67022,-78.0114,19.092005,121.527916,-57.769062,-73.67788,-63.395588,-48.29906,-60.18211,95.837234,87.4822,53.236763,-16.029934,3.8970358,26.898123,-32.085575,-9.106588,-10.081097,-20.248028
NCI-H1651,4.2377234,79.28207,47.096558,-21.677206,65.850494,40.355,-77.567444,-35.320602,36.684597,-69.21888,-44.845474,-24.305716,32.397205,53.340992,66.09941,-67.279076,3.5076566,52.524876,-14.6513605,-95.59788,45.515514,31.810326,-23.217833,-29.78643,-46.148502,-60.979397,-72.759674,55.651028,33.085266,26.258448,23.971104,2.7597547,3.0884995,-74.5616,-82.27484,-75.1535,-36.185013
NCI-H23,-7.1979437,46.517,15.534223,-44.67109,44.203476,-4.406005,-36.845318,-12.867523,30.493969,-48.692436,-48.260414,-19.48125,36.321045,27.175877,22.360611,-45.39226,-54.790215,61.917625,-20.454868,-53.732494,41.723076,17.080275,-18.869373,-35.06905,-22.437353,-38.91488,-48.119705,35.879738,33.54024,27.986116,44.26784,27.445198,12.402482,-37.568066,-50.726917,-68.546394,-29.760763
SW1271,6.5884504,79.665924,47.478428,-43.743916,77.52716,24.183348,-72.82746,-11.577489,41.221733,-57.13277,-42.130665,-21.643456,46.428913,53.23004,51.688953,-80.37014,-28.256376,82.14292,-30.618542,-92.098785,70.08079,7.348568,-16.007063,-22.810913,-60.066975,-62.369286,-80.41522,41.220833,47.5105,35.82084,57.168842,5.5962534,-0.77605224,-76.01986,-99.55991,-100.84166,-41.54111
Hs 888.T,113.528885,216.07788,192.68279,-39.74998,193.29013,168.75034,-225.79906,-14.392706,15.353636,-176.4891,29.04278,-66.65208,101.8703,126.836685,208.0369,-177.9347,107.46017,65.16248,-49.19112,-252.46916,157.55812,3.7500556,-77.57191,-45.87587,-160.8858,-204.45044,-209.3531,94.88574,24.217752,2.4471385,74.48554,-71.132515,-6.4206114,-231.67628,-284.59003,-238.06358,-126.4519
FaDu,-31.289442,50.138508,63.354305,-35.036434,-12.120904,-45.401173,-49.154633,-114.08999,87.842094,-54.983715,-186.23824,-25.860918,-13.675225,65.62393,70.73319,-35.06178,3.6936393,35.922165,67.4381,-100.294846,-27.950716,113.86934,-45.665913,-46.8198,-77.09423,-35.769424,-43.975197,123.56413,80.11701,54.69165,-26.030554,-30.551046,7.956128,-29.808155,-17.342545,26.691622,20.60692
Rh30,39.214626,99.84054,36.6375,-38.807636,90.680084,29.301348,-82.75206,4.510225,-18.768787,-105.575165,7.5640206,-40.38302,69.83346,55.874886,60.839394,-66.54823,-44.936733,34.27312,-47.784042,-78.41672,77.370575,17.443304,-48.178642,-51.657917,-28.042147,-100.52611,-103.54252,48.68217,14.258973,-3.8204982,57.02551,25.311722,31.740887,-92.535225,-119.032265,-116.55709,-91.91712
BICR 16,0.6004984,124.92263,136.87408,-31.4025,41.97415,20.873737,-126.89286,-138.16037,109.41938,-92.719696,-194.48166,-37.208755,6.7478266,110.55006,148.60573,-100.40251,87.030914,60.877,61.965508,-196.66933,6.4576683,105.92785,-49.996346,-41.22052,-145.53703,-88.53489,-102.65915,168.92932,85.71474,57.46805,-18.825907,-84.408936,-13.557837,-105.83273,-107.786,-32.175648,15.597187
DM-3,124.89665,242.05237,216.84174,-38.84991,219.19646,204.0646,-257.19284,-20.140587,21.42505,-194.10419,42.5015,-72.29086,116.29028,151.92253,226.62958,-213.84808,120.19211,66.63577,-64.85873,-287.6369,184.01088,14.837712,-83.71606,-54.702583,-186.25635,-224.15962,-229.76064,111.2699,41.605865,-0.20800766,73.35916,-82.53242,-4.90245,-258.07007,-309.25797,-263.17642,-139.41185
NCI-H1105,17.941269,59.986988,-16.945524,-138.6189,54.326138,-96.28211,-23.64521,-15.523202,-12.676443,-104.00866,-91.20997,-49.65952,87.10563,3.8241692,-21.142664,4.133902,-191.22343,28.91824,-40.766197,12.738016,72.13333,47.09389,-94.83593,-119.36392,4.0246797,-79.23807,-108.032074,65.42908,71.12838,80.38266,111.15568,113.184135,85.9487,-27.087313,-53.43099,-123.4006,-74.4927
SIG-M5,41.11414,240.11032,-216.03203,0.44713068,298.07727,160.36594,-255.25264,-24.41367,-134.0918,-319.13907,190.22601,-179.0685,268.6354,330.8196,-20.840076,-307.64944,-415.67303,112.19174,-256.12717,-59.78813,309.89688,296.7469,-110.10808,-222.51244,-23.657219,-179.46552,-174.82758,184.54044,213.83038,-47.914665,-15.700775,304.00958,265.5637,-220.1947,-80.37376,-309.2557,-350.7382
Caki-1,9.273519,108.621475,71.21326,-10.988157,77.34604,71.97966,-100.08993,-35.22301,37.883938,-70.653076,-53.683956,-15.687842,50.915897,73.47736,88.96097,-85.66525,57.200996,62.00801,-6.793343,-128.613,52.413788,11.461331,-13.978913,-8.957031,-78.73972,-73.28396,-100.03719,78.30791,8.370052,26.798738,30.679388,-31.269106,-13.56813,-91.96704,-127.13173,-95.498215,-21.956682
NCI-H1435,-28.963005,84.004776,79.82488,-70.482056,57.78279,-8.506921,-105.2337,-151.60582,140.80293,-95.098465,-203.43369,-61.407238,21.575768,102.29539,91.54305,-101.35579,-28.405737,81.35899,56.458923,-139.38551,36.34723,152.58954,-68.475235,-86.626945,-123.35057,-65.256874,-90.78554,150.29552,141.99179,114.19297,-6.9966755,-1.5883843,32.159218,-75.77519,-47.783043,-24.58289,-1.9420933
SNU-719,-19.448135,125.89952,60.04295,-68.92101,99.92762,15.901859,-153.31702,-175.57906,135.9101,-149.24568,-193.82127,-94.031876,54.854305,144.12314,109.163666,-140.08676,-51.979233,99.31912,35.71463,-154.4304,70.508224,204.30539,-81.84708,-111.9145,-142.23582,-92.88411,-126.686005,187.87386,179.74269,123.8155,-23.413998,25.541,62.808826,-107.64906,-61.585342,-56.858852,-33.57954
CL-40,-14.267192,155.04031,107.95334,-79.9449,128.3745,37.357437,-200.00548,-221.0446,186.6954,-167.8166,-243.50708,-106.3221,52.809307,179.92595,146.50136,-190.55814,-29.852818,109.55944,58.300713,-211.69792,90.42555,239.41325,-93.7995,-135.08641,-191.27576,-117.47235,-150.20648,220.66684,222.13322,162.72691,-27.672667,11.520106,67.071625,-149.1489,-90.41607,-67.02315,-31.579653
KMS-34,15.181469,127.51409,-111.09544,-28.491974,185.73091,55.936543,-127.95418,22.245893,-69.770996,-199.67812,97.694046,-87.67104,171.95381,176.1086,-22.830433,-164.8855,-256.55963,66.57699,-154.29994,-0.66923445,198.56152,185.37688,-72.57991,-136.70876,-23.782156,-127.240875,-136.29366,114.09981,155.81,12.009248,13.734842,183.47958,153.57365,-112.0279,-42.542454,-187.44414,-200.95317
GI-1,70.29182,117.3247,101.54951,-32.858444,114.79742,81.4378,-117.991745,10.641776,-2.9942045,-114.335754,29.103191,-40.42082,58.7872,64.80905,108.95691,-95.03982,21.734106,32.34325,-41.408867,-133.15224,94.66541,-3.5871036,-50.50519,-45.50582,-64.39866,-125.391464,-120.792984,42.82888,12.091838,-9.762468,57.08583,-17.57374,6.937621,-133.72838,-162.88574,-150.23328,-93.13559
SU-DHL-8,82.04692,205.88231,-192.88194,-86.26853,322.89536,84.19631,-224.04956,8.3490925,-79.1765,-353.5846,165.88239,-181.70187,297.9379,291.06268,-27.552183,-265.76028,-460.34778,102.33626,-186.82684,12.718727,365.05264,333.1183,-152.78658,-236.90437,-83.065384,-234.40836,-219.5557,209.53412,306.25024,49.135864,-2.1592963,293.67154,303.07764,-189.74696,-101.53127,-272.845,-334.3981
TOV-21G,6.00881,102.14324,59.482437,-22.475208,56.10706,49.98847,-83.3053,-63.31707,54.20334,-70.526,-88.736046,-25.194908,45.40653,69.067024,77.68368,-70.17109,42.44697,68.55731,18.47736,-120.528496,30.523613,31.37757,-23.309961,-15.346554,-73.07858,-64.50111,-96.02149,96.403854,21.541111,41.071873,22.104172,-29.504711,-9.820138,-68.032,-106.19381,-69.34172,-3.7248745
HCC1419,15.241265,85.98508,95.066826,-87.3535,29.006216,-9.713774,-70.16777,-113.90089,70.73351,-117.28231,-121.78841,-54.668873,16.644075,83.1202,82.3296,-54.35678,-75.43555,-2.675273,54.60522,-104.6099,15.360951,138.84079,-96.23805,-84.129524,-72.13445,-82.54202,-74.02527,94.7803,88.4403,41.08995,-13.042129,21.766088,35.783375,-59.415585,-39.701653,-9.346281,-54.06564
HCC44,14.689983,83.16393,70.65391,-8.326066,67.69018,52.0488,-86.1717,-36.211514,48.44645,-58.326168,-59.363327,-12.009025,23.145056,70.83565,70.00439,-84.24766,15.765697,44.32754,-4.3437347,-107.95513,45.405067,34.82807,-11.369397,-16.847168,-72.25995,-64.73479,-74.77753,57.709545,53.700447,36.442295,6.8735304,-24.513063,-9.121167,-88.66247,-84.239426,-69.77719,-20.427969
RPMI-7951,55.076508,132.28946,104.91237,-27.253714,121.077614,83.22217,-129.04184,9.798185,1.7363366,-98.624214,23.274044,-34.227608,62.544807,75.65554,108.91838,-109.834175,24.432379,50.95899,-55.151905,-140.78326,104.87727,-9.978483,-32.05269,-21.16292,-81.86672,-116.47821,-122.86059,37.000492,19.88218,-4.6915874,57.04599,-23.674862,-7.6772842,-140.88779,-166.46698,-156.52664,-90.151375
SiMa,16.248936,46.72872,19.824821,-170.38231,67.21575,-91.74815,-15.674595,44.164165,-52.917217,-96.51311,-76.56242,-38.620506,86.92984,-28.16151,-36.227123,2.912557,-219.4283,10.381479,-78.64091,1.5834966,90.436295,-9.142525,-93.2368,-154.95778,34.542683,-89.32062,-143.96304,14.939108,44.194736,65.31382,172.63385,127.692,68.61422,-37.859093,-69.88073,-191.30957,-96.24228
COLO 679,1.9528669,118.047646,51.177753,-46.485306,48.513958,9.289114,-57.19975,-3.4152577,-11.250837,-64.66659,-37.277668,-47.842068,70.54438,25.76542,40.23873,-80.9416,-67.45391,92.59769,-66.8202,-98.04922,44.63682,-17.635271,-12.664655,-23.874128,-34.12508,-40.652245,-85.842575,41.929688,1.7195188,-40.29618,80.743034,25.888048,-6.716667,-45.551758,-80.30142,-86.35139,-72.430214
DBTRG-05MG,53.75152,129.90512,123.574066,-35.85902,105.227005,81.68706,-127.38719,-27.308493,27.19177,-93.05503,-34.403805,-33.23724,53.456673,74.24028,121.91114,-99.42208,61.03666,61.57269,-18.34814,-162.23117,82.85209,-1.7888756,-31.67196,-24.651354,-98.40218,-114.20541,-135.84422,67.95852,14.275408,26.641245,60.141994,-47.404114,-20.02413,-129.43134,-174.85292,-140.03804,-53.666084
MDA-MB-435,6.275398,104.41662,57.46205,-40.885147,63.852627,17.156204,-72.89062,0.50383526,-8.630701,-63.043842,-30.742678,-33.04329,62.080986,37.932144,53.845787,-79.467224,-34.09953,76.50987,-57.26555,-97.08992,61.919533,-9.560656,-13.773048,-15.512825,-45.688305,-57.366436,-92.605446,39.730305,11.053711,-11.199499,73.15092,14.122284,-7.770202,-65.80341,-100.14763,-103.202156,-68.12739
NCI-H226,37.779606,106.54483,87.50766,-20.228123,103.393715,70.59256,-122.39217,-50.377907,70.88378,-83.461075,-52.991055,-23.483383,32.21145,89.31195,102.10281,-112.33804,33.556065,70.680466,-10.704484,-143.94444,75.29613,33.848133,-17.24699,-28.313522,-95.45031,-91.62694,-90.2144,69.63683,69.60346,51.096035,14.583133,-38.8713,0.34794733,-127.02008,-138.45212,-100.320595,-33.75114
SW1463,-19.831831,126.26888,39.25443,-80.58411,118.25299,4.289704,-158.41652,-168.6163,137.09149,-152.5549,-176.01189,-105.30127,69.59717,127.5287,100.94027,-148.61497,-76.12132,107.72655,13.256431,-138.1793,90.783615,192.93976,-80.17797,-127.29491,-129.25311,-89.66282,-119.35334,175.92862,182.93466,129.05829,-7.3351026,63.597477,83.378044,-113.66613,-61.40212,-73.09519,-48.577545
Hs 172.T,88.51458,187.65134,165.28061,-28.99329,167.94446,147.19717,-189.29361,-2.1241834,4.558593,-147.19775,31.144577,-52.955097,87.611145,113.90151,166.37572,-157.68005,69.637856,44.18252,-52.38725,-215.32541,137.78722,5.8817096,-61.873276,-40.91136,-128.80435,-170.4292,-177.47215,73.82087,25.007679,-9.811362,65.17123,-53.2526,-3.468808,-198.50945,-234.49927,-204.40306,-116.82741
MOG-G-UVW,47.237507,127.01434,89.11231,-25.89703,110.36584,74.77729,-122.53266,-0.38461018,0.55198103,-100.96904,6.505816,-35.51866,62.404587,75.30148,111.28224,-97.710396,36.347973,53.040234,-42.897354,-134.7451,88.95809,-2.2483895,-35.944054,-22.940279,-75.531944,-115.01387,-123.316246,52.643963,7.03712,2.895394,57.737003,-20.244846,-3.7743504,-129.5598,-163.39743,-145.83641,-81.72199
Hs 274.T,161.32266,268.28598,244.74245,-41.921005,246.72545,231.62918,-288.51852,-23.317083,19.41817,-233.15692,69.811615,-85.56561,124.87044,169.93687,260.39444,-238.34328,128.11159,54.82975,-70.33705,-315.39642,207.57883,25.459702,-103.51517,-68.03404,-203.80928,-261.0482,-249.11125,120.52195,59.89652,-13.604866,67.6846,-88.41585,7.168449,-294.95023,-344.672,-291.0002,-166.70233
SNU-387,52.32477,141.85747,129.26599,-18.40854,117.74305,96.942184,-145.51927,-22.421438,23.477951,-103.43682,-12.357106,-31.169811,56.20054,90.98452,136.54907,-118.73305,68.36898,54.406506,-29.379126,-169.35849,91.65039,12.417839,-34.469967,-18.781706,-110.185005,-123.10454,-134.84267,74.78515,23.272547,11.434556,42.776653,-48.6405,-15.6776,-148.20467,-177.24858,-141.94128,-65.14527
Karpas-620,46.254833,186.15373,-156.35901,-74.254684,289.6289,61.056976,-198.34525,7.584261,-67.863525,-325.32077,105.07469,-160.9447,276.07385,264.03467,-27.842352,-250.82967,-390.81964,101.93444,-178.09628,-14.432978,320.82724,320.42087,-139.99702,-221.3421,-80.18196,-212.75093,-213.26125,209.27527,275.17722,45.7962,9.797586,254.47119,266.9653,-153.87303,-77.38543,-234.80511,-292.69754
COR-L105,-10.499013,78.8132,63.58006,-26.07592,43.813362,21.413837,-75.282555,-75.07513,68.65268,-68.84913,-128.88141,-18.342184,31.274183,67.37947,71.828964,-69.13063,27.543175,58.893852,41.685986,-112.31279,25.536598,69.92175,-29.935993,-26.481588,-85.481606,-58.424633,-87.01846,109.60086,61.505337,66.312126,12.206108,-27.86363,-2.0113127,-53.875095,-73.499306,-39.924698,6.1870327
Kuramochi,30.463984,111.4693,88.28258,-40.756714,72.786194,47.141155,-97.480446,-76.11872,72.14353,-99.78318,-93.210556,-44.170353,41.450573,88.49102,95.87624,-90.0129,13.977355,57.12437,9.935365,-142.95789,43.12702,65.49104,-44.040573,-48.12874,-84.2991,-88.97335,-98.74861,101.25691,59.0171,34.084652,12.262596,-21.996435,14.203443,-94.448364,-111.31825,-67.81009,-31.031769
OVTOKO,1.3899184,102.68275,63.381664,-8.609819,66.46741,63.53301,-90.40154,-59.298767,66.185425,-67.66238,-83.1906,-12.705488,43.86597,86.76026,75.81297,-89.974434,38.79222,56.526833,7.8826385,-123.562706,40.11421,41.411438,-13.508156,-17.03236,-78.00809,-63.73537,-85.92211,96.406075,39.72265,41.66094,2.8203855,-31.359838,-4.142254,-80.728325,-100.70413,-63.600235,-5.314934
CA46,79.93393,218.1647,-197.74211,-121.488884,368.8796,88.411514,-245.54143,5.878241,-62.591904,-411.99734,164.92365,-206.98578,344.16806,330.05045,-37.093037,-312.40085,-529.0567,126.10131,-211.48132,2.7163825,425.35938,404.84982,-176.80244,-282.73126,-115.873184,-264.3777,-249.709,258.76526,371.469,74.37667,2.4650924,319.93738,350.1946,-196.227,-107.05542,-293.36996,-363.59122
KE-37,18.478313,186.47585,-246.01625,-26.311167,276.5695,56.305355,-201.01222,22.825993,-113.71435,-271.1207,188.55797,-148.8753,246.61542,274.18054,-50.219276,-201.9176,-427.9997,123.84432,-239.20444,53.06428,275.09128,271.3578,-105.020836,-169.15108,-31.92818,-170.37,-180.6193,136.46825,208.73419,1.0308363,-26.09383,277.0244,238.5938,-172.06013,-43.50365,-272.9721,-306.97943
HuP-T3,-18.147463,77.09474,89.93629,-32.295223,48.948845,22.388182,-89.2289,-102.500496,111.40219,-67.474655,-153.97392,-21.981413,11.634508,94.7597,83.83405,-92.96627,18.385202,55.46591,46.781593,-133.84857,23.94729,97.84923,-39.450935,-48.896812,-107.684204,-59.40456,-76.50949,113.78027,98.641556,85.2433,-6.3693323,-35.355267,3.3769977,-78.731804,-61.01478,-27.658247,10.70112
OCI-Ly3,32.442837,170.12564,-152.88899,-69.79673,278.04422,76.65615,-180.0791,23.499384,-70.54059,-319.8865,121.01111,-138.81941,263.41623,259.7949,-37.24989,-260.53235,-398.25748,82.5723,-193.9724,-24.493664,322.24332,300.44968,-121.27898,-221.82042,-57.487133,-194.4017,-190.76363,196.2738,262.75824,32.76318,24.021942,258.78723,259.13028,-148.43591,-70.88136,-239.90846,-288.5186
BT-20,-9.43701,64.37655,82.58792,-36.454494,11.795907,5.0420732,-69.87745,-121.93529,85.519554,-70.172356,-175.8465,-32.203873,-3.3221931,81.34097,78.096085,-51.69556,10.340078,37.26812,76.33784,-119.80526,-8.767736,119.85802,-51.634537,-51.773804,-92.93573,-51.49699,-72.68882,120.0689,78.97353,70.56105,-22.187069,-34.629936,1.810537,-41.224327,-36.887745,-0.29971814,9.384176
MEC-2,36.49483,235.88188,-204.76216,-78.24048,381.2563,129.2585,-259.84003,17.332003,-84.53335,-424.58585,173.29535,-192.93935,356.83237,372.36572,-47.527195,-373.07413,-521.10645,124.86353,-275.90396,-47.28731,432.10635,415.4244,-152.6619,-288.48676,-95.36616,-251.98949,-252.5984,269.25662,351.54898,35.058064,10.19179,336.46494,344.21362,-208.08885,-92.08448,-321.90826,-386.6515
HK-2 [Human kidney],16.287752,117.79906,63.687183,-14.626961,71.97331,75.61432,-102.819046,-70.93887,50.92064,-97.29952,-80.38394,-33.93297,58.361683,100.01664,89.59772,-91.304054,38.07093,48.454838,12.675818,-135.0821,43.408813,55.773563,-33.19067,-35.169514,-79.332886,-81.06084,-108.86152,112.8113,37.626183,31.598183,9.77974,-22.74072,6.023933,-85.850334,-111.68258,-81.504524,-24.045244
HCC2814,-25.629986,67.6064,66.120705,-42.849873,-3.9201963,-43.083046,-60.52056,-115.18954,78.77755,-66.103325,-180.60603,-33.183395,0.42585438,61.680225,80.29897,-34.934692,20.512184,50.03931,55.60069,-108.04807,-21.217546,99.36077,-47.92505,-47.922062,-79.01118,-45.31344,-61.765522,138.16594,60.41031,46.391727,-11.351524,-37.850964,3.1346638,-37.019184,-43.278103,3.2705507,19.458803
HLF,14.759699,92.117325,55.826347,-26.264467,76.701744,43.402676,-80.83889,-12.7143955,35.51557,-64.57346,-37.31133,-15.718966,46.328705,54.490425,71.029884,-76.11475,12.397339,71.72751,-16.49449,-105.068085,62.40757,-1.9596386,-15.101399,-12.445522,-58.644848,-73.09427,-85.25331,46.932907,20.995567,27.36449,50.75018,-12.556026,-5.3662534,-86.26732,-121.80825,-98.98699,-39.754143
TE-4,-10.185279,80.35274,79.09414,-48.558372,24.660591,-6.0065575,-80.41569,-128.0872,88.34202,-82.84798,-184.17184,-43.574646,14.167944,78.05001,89.101395,-55.26846,13.728191,42.069477,88.76236,-122.211685,0.5230603,118.859985,-67.542725,-55.2027,-100.609856,-65.82072,-88.35938,128.61232,75.50823,83.37642,-7.3126163,-21.246073,11.923503,-51.185307,-51.231316,-12.698243,2.2222874
WSU-DLCL2,65.34129,209.9807,-178.11421,-123.39116,356.0299,86.05591,-229.17178,17.991049,-51.0721,-411.591,144.80124,-194.72426,344.63824,319.11298,-37.402203,-326.65582,-510.91296,125.876205,-211.1599,-22.879297,423.4474,393.60178,-175.39377,-282.61786,-112.9167,-260.75546,-245.55777,265.7582,362.93475,72.66593,24.034603,308.18002,340.16754,-178.11168,-108.51052,-284.06012,-351.9921
CAL-33,-27.85186,113.778534,143.36066,-47.824615,29.15716,-6.274836,-124.08254,-186.67151,152.12726,-92.384964,-273.86713,-46.69525,-4.766829,142.61406,139.50836,-111.74755,43.43356,60.57689,92.10323,-208.2598,-1.5909392,173.01085,-63.35392,-67.23583,-166.75606,-79.914635,-103.04831,196.80002,144.2587,93.29546,-38.328598,-71.23892,2.6773946,-96.77425,-71.63512,1.6919167,24.406973
COR-L51,23.110033,61.12806,6.8273644,-142.13272,41.357388,-99.544136,-27.857098,-36.652256,-0.9692872,-94.5792,-116.20499,-48.120193,72.07149,-6.132643,-7.6513186,16.2254,-167.65724,16.428562,-18.858465,6.557318,53.736057,41.544464,-94.597176,-113.76581,-5.471659,-72.12838,-105.78612,66.401375,65.42201,89.91724,100.95124,97.69326,75.887665,-24.798782,-55.13016,-111.29449,-58.058834
IGR-37,7.002328,146.24323,44.578426,-51.482082,54.884464,9.659186,-61.102722,-1.5272903,-32.204712,-73.60466,-32.724197,-58.56467,92.81644,27.578701,24.788876,-99.70437,-101.88236,103.27373,-100.46064,-98.242165,53.515568,-21.068768,-10.519777,-25.600456,-37.53362,-35.43036,-95.41839,42.57444,9.218131,-61.448887,94.83194,44.030434,-2.0147018,-39.403145,-80.56915,-102.591194,-94.719955
NCI-H2085,15.529723,91.10461,112.98134,-22.70983,52.337006,42.420002,-98.07355,-92.01615,96.34105,-71.80283,-128.34575,-17.87148,2.258183,93.12603,107.45025,-84.37972,43.826443,40.04742,49.920563,-148.66125,23.926786,75.86485,-35.047726,-35.632153,-110.12607,-78.722244,-81.46252,106.39344,79.91195,61.786537,-12.815128,-58.71448,-6.825653,-96.9858,-98.198,-36.16272,6.531756
BICR 56,-27.703564,121.85129,149.21806,-49.368134,30.196669,4.3732543,-128.1008,-183.91731,158.40918,-96.42235,-283.83395,-41.315807,1.1151922,141.83548,141.62277,-119.70736,55.313263,64.66647,98.16527,-213.33963,-0.20906205,173.51956,-64.76148,-67.05487,-175.7464,-83.8113,-111.80114,212.37256,149.03433,103.63273,-35.254436,-79.474686,-0.80521077,-98.21121,-78.881386,-1.6479335,36.043644
EFE-184,6.662544,91.24751,80.626366,-11.810615,52.544235,56.844612,-88.13519,-83.74767,83.3906,-70.34558,-113.74388,-14.468752,23.89403,91.003624,79.716644,-89.47182,36.513813,45.272507,27.371407,-132.75073,26.587433,66.70543,-22.261335,-28.810974,-89.43585,-60.687454,-76.53956,104.676674,68.34239,54.45265,-11.519589,-39.21287,0.5822132,-79.24911,-83.40388,-40.9048,5.413016
SNU-5,-30.430054,98.869225,32.155872,-47.203255,93.32564,24.55795,-111.1187,-91.346825,101.23447,-91.69794,-113.83791,-58.787163,58.34926,95.88646,69.64336,-120.71635,-48.119083,99.72855,-7.0554724,-115.44181,74.06268,99.27787,-38.62741,-64.057396,-92.938995,-60.29035,-91.101105,112.11462,106.52021,80.059395,17.60488,35.471687,35.869507,-88.312904,-69.12664,-77.47816,-35.239147
BV-173,112.55822,228.89165,-189.56096,-74.02015,311.95227,98.81051,-236.2495,-23.042776,-76.03581,-331.65237,163.91005,-197.8408,274.424,289.3123,5.1342793,-234.86482,-410.24963,91.859665,-160.56412,8.569199,333.00015,305.72916,-159.8826,-207.1568,-90.92385,-235.49696,-229.21323,185.04787,272.6917,46.472954,-22.068272,274.58307,278.49042,-208.21777,-121.83233,-281.44705,-335.01788
KCL-22,45.288635,191.5324,-149.78813,-16.089348,234.13115,94.786804,-194.72894,-4.370176,-95.58592,-236.62575,137.00523,-137.27808,203.73119,227.57492,8.3977995,-207.28224,-282.75577,91.27277,-180.08664,-25.364504,231.72923,203.77682,-100.271965,-149.04332,-33.80421,-162.0939,-166.89757,125.43815,156.39998,-13.138805,1.1314067,219.46426,186.89388,-180.2858,-85.02998,-242.26373,-264.98663
NCI-H2172,11.693345,61.860085,27.29103,-26.013655,42.030575,8.107356,-46.19408,-16.084063,2.2041304,-59.154655,-38.825016,-18.285583,32.9293,31.964771,41.27726,-32.06902,-12.866188,41.064877,-12.603552,-58.02151,33.139397,14.976739,-19.517359,-25.21001,-20.515455,-52.882614,-64.354485,40.71283,12.9432745,13.4514,36.12358,7.7351704,3.9477026,-45.011253,-67.70964,-67.20374,-36.00524
U-138MG,88.08919,186.65013,153.87955,-49.339302,170.26395,137.89389,-187.37,-1.1756612,3.547474,-155.56677,26.622927,-61.778362,99.791306,111.13848,163.59216,-155.60135,67.274414,66.98522,-61.878124,-214.68466,148.48721,-1.1927465,-66.2579,-45.973198,-125.0801,-176.37653,-192.54666,78.83117,15.055203,0.31709683,88.732635,-45.86166,-3.3567312,-193.17023,-245.11163,-225.80154,-122.46016
U-251MG,24.541845,104.1555,82.7876,-33.95526,68.49116,43.68848,-86.11142,-9.575191,-2.8247967,-72.75635,-26.689632,-28.22636,49.913387,48.25334,85.54546,-64.26236,25.793074,50.361473,-31.037167,-120.1237,54.80987,-12.273533,-28.211357,-23.887983,-50.982048,-84.4043,-109.87514,48.856644,-15.993096,1.8673643,69.20421,-18.854778,-14.952651,-92.08464,-133.5636,-111.688866,-57.255238
COR-L95,20.75135,74.55094,-0.6031476,-107.77866,57.753532,-53.169514,-51.22252,-47.16026,0.53433895,-106.82804,-95.973335,-50.907116,74.98468,27.209814,0.42011607,-20.670557,-154.14249,19.066284,-22.550985,-10.712332,64.14358,63.387516,-84.82344,-110.12138,-17.06943,-73.41772,-103.74203,78.34294,78.8343,79.972176,72.876595,92.978424,77.89247,-41.383953,-52.692757,-112.53795,-66.939865
DAN-G,-11.613397,79.29481,85.61076,-42.17797,41.5099,-8.178392,-86.994415,-110.756485,111.377,-69.255394,-177.73756,-29.04769,10.711053,98.394356,85.97121,-81.68882,-6.877169,62.93431,57.278465,-124.1756,19.520472,115.751396,-47.336414,-50.174763,-116.91479,-64.74422,-80.76045,129.81364,120.064964,88.00653,-13.553814,-31.94838,8.590614,-73.01258,-59.165703,-20.324839,9.344468
