,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84
RT112/84,0.39857545,-0.32068247,-0.04396085,0.069073476,-0.20012623,-0.6273986,-0.51250803,0.05499426,0.09798767,0.090018496,-0.38429818,0.046852633,0.25403652,0.17557706,0.46580765,-0.11777347,-0.67965454,-0.3802905,-0.060098857,0.016527379,-0.12710716,0.271434,0.51132846,0.055545997,0.22403854,-0.14978331,-0.27998888,0.25462562,0.3325733,-0.11060354,-0.47565472,-0.41698048,-0.23588537,0.5619395,0.3270415,0.24871638,0.5301602,0.5602214,-0.18304557,0.05869027,-0.3896486,0.09368189,-0.13294677,0.30680034,0.08055024,0.41369468,-0.017794766,0.3736783,0.0014962032,0.1981331,0.14273569,-0.4029831,0.03565724,-0.17650007,0.09102724,-0.080657616,-0.013450447,0.09739962,0.26780984,0.25700656,0.112107925,0.30997643,0.4488576,0.27326012,-0.28741914,0.30703866,-0.23646209,0.13412015,-0.26732668,0.18824373,-0.13310187,-0.33990937,0.061559506,0.057231598,-0.3705296,0.3187385,-0.01733252,-0.0997689,0.14843339,0.19075045,-0.2503678,0.25172865,-0.4790353,-0.3964089,-0.27584746
SCaBER,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
BICR 31,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
DEL,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
MDA-MB-157,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
FTC-238,0.435959,0.029227199,-0.2499003,-0.012555151,-0.11207761,0.16733655,-0.62303597,0.39203107,0.2974833,0.049643923,0.4692598,-0.35165074,-0.17576505,-0.21287258,0.34949058,0.53483814,-0.1540332,-0.41830346,0.40812945,-0.17333262,0.9802225,0.44795096,0.28207323,-0.17486294,-0.2237316,-0.37404782,0.4992366,-0.5462816,1.0545746,-0.67144555,0.3088622,0.37038797,0.5164802,-0.16259241,0.06510971,0.65443647,0.25966167,0.46647093,-0.19853775,-0.10989818,-0.58082414,0.601014,0.4155776,-0.442632,-0.67413276,-0.027867595,-0.60883015,0.42960948,-0.6409328,0.34665236,0.022241386,-0.050706264,0.052209575,0.3249984,0.56786174,-0.20755437,0.7999045,-0.39506394,-0.678409,0.11526194,-0.2387192,-0.69737774,-0.2043024,-0.69566286,-0.5331599,0.3814266,-0.13808247,-0.06607938,-0.1878592,-0.27555224,-0.3721769,-0.9576944,-0.03139262,0.023158953,-0.10021325,0.15414387,-0.13212143,-0.0231158,-0.57530546,0.74581033,0.48004186,0.24740142,-0.0011868039,0.05047796,-0.36931974
1321N1,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
697,0.33574325,0.1413334,0.30516,0.25822586,-0.0029173526,-0.33921203,-0.22627057,-0.3116588,-0.48826176,-0.33670065,-0.00053417194,-0.19011301,0.09095596,-0.4398193,-0.14170572,-0.066376835,-0.5250851,-0.21934101,0.14651619,-0.02391374,0.78560734,-0.11129103,-0.12090485,0.25837034,0.32835305,-0.69019234,-0.22555427,-0.3094965,0.15509523,-0.049325336,0.19816494,0.12980871,-0.26010686,-0.1176351,-0.2791752,0.6314894,-0.24033953,0.050438363,-0.2604016,-0.15653348,-0.07034806,0.67529726,-0.21165815,0.6057397,0.02344005,-0.40912887,0.3146627,-0.2906309,-0.317492,0.28909364,-0.56984526,-0.46378145,-0.13202213,-0.070948444,-0.18968435,0.07624384,0.24813306,-0.3718181,-0.37610176,0.11469859,0.067688294,-0.0313627,0.8762279,-0.2625409,0.10031492,0.41413513,0.60385644,-0.2410019,0.21270537,0.07589262,0.46040148,-0.4007638,-0.014202628,-0.31271282,0.27071586,0.022938183,0.16091739,0.5403119,0.51907176,0.3094832,-0.06527341,0.057802435,0.572489,0.2056025,0.20491152
OVCAR-3,0.39464313,0.1795365,0.20389083,-0.14069201,0.26121846,-0.21425934,-0.32632947,0.03552643,-0.31668255,-0.044806678,0.08092999,-0.08277299,0.042237677,-0.30945662,-0.0063889907,-0.15981689,-0.14319667,-0.32526675,0.14934424,-0.29351765,0.6396726,0.0759391,0.11971937,0.24005668,-0.1495213,-0.29443294,0.14269644,0.09664697,0.31485978,-0.2566458,0.005950358,0.04035616,-0.1573256,0.16013671,-0.15215896,0.2880427,0.06049711,0.15651827,-0.09610135,0.05824008,0.014213547,0.24712728,-0.103954375,0.091122404,0.13814937,0.22936429,0.37914735,0.08227275,-0.33954668,0.0044790795,-0.059036914,-0.2599599,-0.22362098,0.069988,0.14645423,0.19301033,0.30578637,0.041301724,-0.017402982,0.08148939,0.07981713,0.009680862,0.43438485,-0.090599984,0.0067610224,0.25753304,0.10758907,-0.059624236,0.010442682,-0.08158408,0.10779669,-0.39416796,0.088255085,0.12650625,0.14266038,-0.29398823,0.1285666,0.10150105,-0.060145255,0.42481503,0.17603108,0.44290802,0.24898782,-0.00041055045,-0.14172295
NCI-H1869,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
NCI-H322,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
KMS-21-BM,0.39729083,-0.29371133,0.06865049,0.474479,-0.5288689,-0.7036382,-0.3945499,-0.1773898,0.020046366,-0.09185372,-0.4203374,0.021527035,0.24435526,0.076368704,0.33600718,0.026993617,-0.93228704,-0.1855465,-0.05885449,0.17882152,0.053913273,0.1690429,0.32189143,0.053348806,0.73743224,-0.52621955,-0.6993931,-0.04606319,0.17085746,0.10441783,-0.20316187,-0.3052491,-0.3597089,0.26746377,0.21686795,0.59641886,0.22015543,0.51284516,-0.3026199,-0.24538456,-0.5514289,0.47564122,-0.19873664,0.72152257,0.014757561,-0.26896882,-0.18973565,0.06420346,0.13657978,0.5044252,-0.282276,-0.70553815,0.15697265,-0.4116305,-0.18514934,-0.17165191,0.0026754749,-0.2777682,-0.052551188,0.32660285,0.11385367,0.29465467,0.8021404,-0.00083548774,-0.19047412,0.43325984,0.255582,-0.058928013,-0.09060089,0.37034497,0.17452185,-0.21575265,-0.113429435,-0.3144503,-0.272308,0.5800109,0.031196443,0.29104707,0.67989945,0.046791,-0.47653738,-0.13955349,-0.1972008,-0.21354729,0.073931314
Peer,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
GI-1,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
LS123,0.011819804,0.5386554,-0.13945696,-0.55215865,-0.08736653,-0.3131631,-0.3442687,-0.24825461,-0.54198015,0.1020295,-0.5888048,-0.052309424,0.32631937,-0.10600776,0.33548316,-0.07624651,-0.028862327,-0.41694176,0.03980305,0.21047005,0.33611515,-0.5739255,-0.21272716,0.17456912,0.1768352,0.33901897,0.14023022,-0.2294511,0.011044335,0.032111313,-0.39840403,0.039056957,0.21483797,0.13856713,-0.4720513,-0.21552712,0.62172556,-0.07294574,-0.22749957,-0.25217825,0.15998589,0.55067885,0.024410529,-0.3051289,-0.3382931,0.4581926,0.2829761,-0.13714111,0.15397671,0.080775894,-0.24609227,0.5366214,-0.46965334,-0.29867032,-0.15312779,-0.15774898,-0.101701625,0.40276474,0.034094904,0.26117808,0.03658205,0.41002053,0.5879453,0.020693107,-0.014487399,0.20406772,-0.38284624,0.4775534,0.48751488,-0.3792352,-0.29683635,-0.29883248,-0.24323629,0.32944092,-0.2803963,0.05722291,0.43013707,-0.004056223,0.29195717,0.3358898,-0.41954094,0.2797733,-0.051727623,-0.13961038,-0.05662505
NCI-H2452,0.33574325,0.1413334,0.30516,0.25822586,-0.0029173526,-0.33921203,-0.22627057,-0.3116588,-0.48826176,-0.33670065,-0.00053417194,-0.19011301,0.09095596,-0.4398193,-0.14170572,-0.066376835,-0.5250851,-0.21934101,0.14651619,-0.02391374,0.78560734,-0.11129103,-0.12090485,0.25837034,0.32835305,-0.69019234,-0.22555427,-0.3094965,0.15509523,-0.049325336,0.19816494,0.12980871,-0.26010686,-0.1176351,-0.2791752,0.6314894,-0.24033953,0.050438363,-0.2604016,-0.15653348,-0.07034806,0.67529726,-0.21165815,0.6057397,0.02344005,-0.40912887,0.3146627,-0.2906309,-0.317492,0.28909364,-0.56984526,-0.46378145,-0.13202213,-0.070948444,-0.18968435,0.07624384,0.24813306,-0.3718181,-0.37610176,0.11469859,0.067688294,-0.0313627,0.8762279,-0.2625409,0.10031492,0.41413513,0.60385644,-0.2410019,0.21270537,0.07589262,0.46040148,-0.4007638,-0.014202628,-0.31271282,0.27071586,0.022938183,0.16091739,0.5403119,0.51907176,0.3094832,-0.06527341,0.057802435,0.572489,0.2056025,0.20491152
SK-N-DZ,0.334353,0.14704135,0.3008093,0.27275816,0.009472996,-0.3277491,-0.23638706,-0.32014808,-0.49575356,-0.32399726,0.0011814509,-0.22685008,0.09023316,-0.44026297,-0.1538669,-0.056538865,-0.51151484,-0.19561765,0.15045328,-0.023994101,0.7586609,-0.12031503,-0.12632315,0.28532156,0.3097111,-0.6966161,-0.24492215,-0.31172338,0.14755723,-0.046773408,0.20536447,0.110058144,-0.2911091,-0.1007736,-0.27115443,0.6337674,-0.23974876,0.043435786,-0.26283652,-0.16513868,-0.06658151,0.6827186,-0.2134529,0.61418855,0.012774864,-0.4307411,0.3005366,-0.30183944,-0.3041568,0.31259793,-0.5555926,-0.46434215,-0.117629565,-0.07242044,-0.19129758,0.08439089,0.25218704,-0.36026853,-0.36604786,0.10310885,0.06997355,-0.045912206,0.85225093,-0.26298246,0.12882479,0.4193632,0.5994988,-0.25539762,0.21105093,0.096088305,0.46521917,-0.3716357,-0.01607481,-0.3064903,0.2793117,0.022204226,0.14758635,0.540089,0.52010113,0.2887779,-0.058691524,0.040599465,0.5803983,0.1881119,0.19661672
SNU-520,0.322777,0.09658542,-0.2418646,0.27717066,-0.34666982,0.13388477,-0.55835336,0.409728,0.2469262,-0.0425616,0.4725831,-0.36008725,-0.2759632,-0.2878888,0.41867635,0.9559032,-0.15330005,-0.2510777,0.27926368,-0.18059906,1.041555,0.5049147,0.11100906,-0.48688912,-0.010440737,-0.3928094,0.46400666,-0.75231373,0.8079205,-0.5496988,0.41574746,0.441874,0.45459804,-0.3771894,0.016265875,0.81110495,0.24800852,0.43667856,-0.22779033,-0.15065706,-0.7992089,0.8010379,0.6154823,-0.38721302,-0.7697806,-0.24780908,-0.7645948,0.2723948,-0.33581817,0.5673973,-0.3294037,-0.061969217,0.09454683,0.30326873,0.36359736,-0.18270436,0.8967319,-0.64559346,-0.85271317,0.115594834,-0.24241531,-0.60428303,-0.17766097,-0.79184026,-0.72886986,0.40006208,0.042501412,-0.108477116,-0.29508975,0.04902967,-0.25960615,-0.8870267,-0.112827204,0.0025819095,0.17759109,0.323174,-0.14729823,0.19334963,-0.2299008,0.8238641,0.33303037,-0.12886135,0.21804388,-0.037150763,-0.25280654
ABC-1,0.39857545,-0.32068247,-0.04396085,0.069073476,-0.20012623,-0.6273986,-0.51250803,0.05499426,0.09798767,0.090018496,-0.38429818,0.046852633,0.25403652,0.17557706,0.46580765,-0.11777347,-0.67965454,-0.3802905,-0.060098857,0.016527379,-0.12710716,0.271434,0.51132846,0.055545997,0.22403854,-0.14978331,-0.27998888,0.25462562,0.3325733,-0.11060354,-0.47565472,-0.41698048,-0.23588537,0.5619395,0.3270415,0.24871638,0.5301602,0.5602214,-0.18304557,0.05869027,-0.3896486,0.09368189,-0.13294677,0.30680034,0.08055024,0.41369468,-0.017794766,0.3736783,0.0014962032,0.1981331,0.14273569,-0.4029831,0.03565724,-0.17650007,0.09102724,-0.080657616,-0.013450447,0.09739962,0.26780984,0.25700656,0.112107925,0.30997643,0.4488576,0.27326012,-0.28741914,0.30703866,-0.23646209,0.13412015,-0.26732668,0.18824373,-0.13310187,-0.33990937,0.061559506,0.057231598,-0.3705296,0.3187385,-0.01733252,-0.0997689,0.14843339,0.19075045,-0.2503678,0.25172865,-0.4790353,-0.3964089,-0.27584746
EB1,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
NCI-H522,0.2912285,0.106938355,0.18242036,-0.1572306,0.35015076,-0.24910544,-0.35284793,-0.02316742,-0.46407264,-0.165214,0.013138336,-0.16308631,0.11229268,-0.3018015,0.022431705,-0.25088018,-0.27238825,-0.43525413,0.17773367,-0.15125015,0.6023343,-0.0066562095,0.12663776,0.28756714,-0.113653734,-0.3335479,0.13341397,-0.026707461,0.32951385,-0.23927687,-0.03956355,0.047608636,-0.13048327,0.15405142,-0.1871522,0.27687165,0.052834254,0.10588519,-0.15482803,0.1174919,0.11747876,0.2572589,-0.15746316,0.18540338,0.03944117,0.2154625,0.4282377,-0.007853978,-0.4817234,-0.043639347,-0.113509715,-0.21508738,-0.28818876,0.17917103,0.0778083,0.09502354,0.21431667,0.0038937028,-0.021939542,0.009448352,0.095394425,0.010490882,0.4488349,-0.03945886,0.026538769,0.25679088,0.09494354,-0.021309672,0.007912292,-0.12574428,0.15540814,-0.5258461,0.17193703,0.06982659,0.12974373,-0.20763713,0.104227975,0.13067628,-0.041070253,0.4016464,0.13274866,0.47244868,0.22089867,0.045547336,-0.12644999
UT-7,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
LN-215,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
SCC-15,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
