,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84
PE/CA-PJ49,0.33574325,0.1413334,0.30516,0.25822586,-0.0029173526,-0.33921203,-0.22627057,-0.3116588,-0.48826176,-0.33670065,-0.00053417194,-0.19011301,0.09095596,-0.4398193,-0.14170572,-0.066376835,-0.5250851,-0.21934101,0.14651619,-0.02391374,0.78560734,-0.11129103,-0.12090485,0.25837034,0.32835305,-0.69019234,-0.22555427,-0.3094965,0.15509523,-0.049325336,0.19816494,0.12980871,-0.26010686,-0.1176351,-0.2791752,0.6314894,-0.24033953,0.050438363,-0.2604016,-0.15653348,-0.07034806,0.67529726,-0.21165815,0.6057397,0.02344005,-0.40912887,0.3146627,-0.2906309,-0.317492,0.28909364,-0.56984526,-0.46378145,-0.13202213,-0.070948444,-0.18968435,0.07624384,0.24813306,-0.3718181,-0.37610176,0.11469859,0.067688294,-0.0313627,0.8762279,-0.2625409,0.10031492,0.41413513,0.60385644,-0.2410019,0.21270537,0.07589262,0.46040148,-0.4007638,-0.014202628,-0.31271282,0.27071586,0.022938183,0.16091739,0.5403119,0.51907176,0.3094832,-0.06527341,0.057802435,0.572489,0.2056025,0.20491152
HT-1080,0.34845787,0.15613115,0.25107765,0.21840581,-0.0004664022,-0.32126537,-0.17928268,-0.28652027,-0.4800163,-0.37346604,0.024429044,-0.21555161,0.10689691,-0.46631458,-0.12693319,-0.09711822,-0.537707,-0.18089087,0.16721234,-0.04588089,0.77451515,-0.15031159,-0.075837806,0.23884653,0.3367805,-0.6693734,-0.2267058,-0.34850958,0.12517802,-0.020391012,0.20443714,0.16225033,-0.2536303,-0.12084019,-0.2731654,0.595252,-0.22438176,-0.017981194,-0.29465684,-0.19234596,-0.031110559,0.64427596,-0.20811296,0.609371,-0.0023399205,-0.37831613,0.2722684,-0.2806373,-0.34074813,0.3123964,-0.5476465,-0.4502813,-0.15160076,-0.070328854,-0.21122117,0.05255975,0.2623439,-0.33132207,-0.40265304,0.13354115,0.045776602,-0.07217665,0.8819601,-0.23208281,0.08536554,0.4379454,0.5794925,-0.22580464,0.25622955,0.052902475,0.38962913,-0.36037695,0.0058374368,-0.2643389,0.27264524,0.017424438,0.16160767,0.54603845,0.52847433,0.30403993,-0.06510017,0.066296495,0.5495471,0.22306183,0.22676755
SNU-324,0.34845787,0.15613115,0.25107765,0.21840581,-0.0004664022,-0.32126537,-0.17928268,-0.28652027,-0.4800163,-0.37346604,0.024429044,-0.21555161,0.10689691,-0.46631458,-0.12693319,-0.09711822,-0.537707,-0.18089087,0.16721234,-0.04588089,0.77451515,-0.15031159,-0.075837806,0.23884653,0.3367805,-0.6693734,-0.2267058,-0.34850958,0.12517802,-0.020391012,0.20443714,0.16225033,-0.2536303,-0.12084019,-0.2731654,0.595252,-0.22438176,-0.017981194,-0.29465684,-0.19234596,-0.031110559,0.64427596,-0.20811296,0.609371,-0.0023399205,-0.37831613,0.2722684,-0.2806373,-0.34074813,0.3123964,-0.5476465,-0.4502813,-0.15160076,-0.070328854,-0.21122117,0.05255975,0.2623439,-0.33132207,-0.40265304,0.13354115,0.045776602,-0.07217665,0.8819601,-0.23208281,0.08536554,0.4379454,0.5794925,-0.22580464,0.25622955,0.052902475,0.38962913,-0.36037695,0.0058374368,-0.2643389,0.27264524,0.017424438,0.16160767,0.54603845,0.52847433,0.30403993,-0.06510017,0.066296495,0.5495471,0.22306183,0.22676755
SK-N-SH,0.28994384,0.13390943,0.2950317,0.24817489,0.021408007,-0.325345,-0.23488982,-0.2555515,-0.54201394,-0.34708625,-0.022900863,-0.1884119,0.10261142,-0.40100986,-0.10736858,-0.10611304,-0.52502084,-0.24051009,0.17897806,0.011043974,0.7833548,-0.10904736,-0.0627993,0.28536996,0.39973977,-0.7099842,-0.28599048,-0.32739624,0.167798,-0.024255509,0.23292938,0.15933998,-0.25430676,-0.14042422,-0.29732558,0.6245742,-0.25717047,0.058508966,-0.27440235,-0.18658294,-0.04430153,0.63921833,-0.22325306,0.6001256,-0.026351526,-0.46720096,0.25629684,-0.31732884,-0.34663987,0.26265272,-0.5385213,-0.5176424,-0.16687338,-0.055959456,-0.19836827,0.00402929,0.23044258,-0.37127417,-0.34230056,0.079044625,0.097140156,-0.004830819,0.8021177,-0.3135544,0.123483725,0.38301197,0.58698756,-0.21435788,0.18463802,0.05635701,0.46303192,-0.40168944,-0.0030518882,-0.3018553,0.22796527,0.053635385,0.15275693,0.52149224,0.4903958,0.25768703,-0.09342086,0.08116657,0.5027334,0.22840898,0.22332881
NCI-N87,0.37374237,0.09549562,0.16870113,-0.13882208,0.31656107,-0.22591628,-0.3463503,-0.07645522,-0.34204572,-0.15649357,0.07004425,-0.18633805,0.09311958,-0.29182112,0.00902823,-0.22540529,-0.2906813,-0.41097438,0.17154513,-0.19987355,0.5919226,-0.019714886,0.09185046,0.26377916,-0.19260454,-0.31169656,0.15252234,-0.010984944,0.31467125,-0.27481946,-0.09558546,-0.01774174,-0.10145718,0.20370816,-0.21761765,0.2673889,0.05136488,0.14216448,-0.15877075,0.15179211,0.11831142,0.28367874,-0.15359697,0.2540603,0.06166552,0.24369386,0.47981346,0.0005219797,-0.4449283,-0.030133171,-0.15662318,-0.19257161,-0.25168872,0.1287026,0.04354633,0.1440318,0.27338493,0.01630339,-0.025108643,-0.014467352,0.09573016,-0.01896539,0.54051507,0.009316614,0.05971178,0.2887707,0.14838216,-0.0339279,-0.01710014,-0.10853433,0.16197284,-0.552238,0.14972484,0.031001769,0.17624274,-0.20879465,0.11054716,0.13136989,-0.011764354,0.44048977,0.15748653,0.4841934,0.25514174,0.023266174,-0.1917797
AU565,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
LC-1/sq-SF,0.39464313,0.1795365,0.20389083,-0.14069201,0.26121846,-0.21425934,-0.32632947,0.03552643,-0.31668255,-0.044806678,0.08092999,-0.08277299,0.042237677,-0.30945662,-0.0063889907,-0.15981689,-0.14319667,-0.32526675,0.14934424,-0.29351765,0.6396726,0.0759391,0.11971937,0.24005668,-0.1495213,-0.29443294,0.14269644,0.09664697,0.31485978,-0.2566458,0.005950358,0.04035616,-0.1573256,0.16013671,-0.15215896,0.2880427,0.06049711,0.15651827,-0.09610135,0.05824008,0.014213547,0.24712728,-0.103954375,0.091122404,0.13814937,0.22936429,0.37914735,0.08227275,-0.33954668,0.0044790795,-0.059036914,-0.2599599,-0.22362098,0.069988,0.14645423,0.19301033,0.30578637,0.041301724,-0.017402982,0.08148939,0.07981713,0.009680862,0.43438485,-0.090599984,0.0067610224,0.25753304,0.10758907,-0.059624236,0.010442682,-0.08158408,0.10779669,-0.39416796,0.088255085,0.12650625,0.14266038,-0.29398823,0.1285666,0.10150105,-0.060145255,0.42481503,0.17603108,0.44290802,0.24898782,-0.00041055045,-0.14172295
GMS-10,0.44504392,0.055517916,-0.21592452,-0.010861709,-0.12713861,0.11641344,-0.6122951,0.33310416,0.2829607,0.061694656,0.45708728,-0.33180127,-0.17990285,-0.30047184,0.2942198,0.58883566,-0.13586865,-0.40024507,0.34939426,-0.19462468,0.9951393,0.45652232,0.20064941,-0.20507416,-0.28755423,-0.35631552,0.60100055,-0.52620465,1.0440117,-0.68604255,0.29535523,0.3766758,0.4758539,-0.16667083,0.1318759,0.6777497,0.29479292,0.41405037,-0.1665935,-0.08409947,-0.63374996,0.646752,0.43490118,-0.50006074,-0.5967739,0.060045276,-0.5436742,0.47462934,-0.6194321,0.38602802,0.0027068593,0.03449997,0.08541208,0.34548888,0.61949164,-0.11213353,0.7762172,-0.4085615,-0.74284226,0.21048553,-0.2979587,-0.7209852,-0.14776212,-0.64241135,-0.6126706,0.41169304,-0.15778342,-0.10674918,-0.1067121,-0.25369093,-0.38400245,-0.9294512,-0.031481937,0.040268704,-0.061211057,0.093907066,-0.12211974,0.013829841,-0.54725945,0.8105594,0.5115989,0.1889284,0.10408124,0.027146136,-0.34082466
LN-382,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
RPMI-7951,0.34640577,-0.22999758,-0.13199411,0.04773507,-0.35483116,-0.63293034,-0.59892696,0.008315977,0.074056804,0.18395424,-0.3813161,0.0015621978,0.41238606,0.13237122,0.410319,-0.03128566,-0.6572121,-0.27613837,-0.07760351,0.1204734,-0.19313689,0.26072028,0.45201278,0.041014206,0.20173247,-0.076535605,-0.28977206,0.27655682,0.23527968,-0.034820717,-0.3232421,-0.52638936,-0.3152927,0.6303796,0.30443186,0.18499224,0.58046746,0.7050326,-0.23409411,-0.04228848,-0.48160094,0.15990207,-0.0875564,0.30896392,-0.03071248,0.49002627,-0.2276958,0.4232506,0.05577463,0.24421467,0.2172792,-0.34592903,0.012730348,-0.30493844,0.06998234,-0.038136944,-0.0604401,0.09651351,0.32553145,0.23327897,0.14982566,0.19340087,0.49975616,0.2323815,-0.28971094,0.36336565,-0.32234976,0.21510823,-0.26721907,0.15043664,-0.20366135,-0.5815195,0.12762491,-0.010440576,-0.3951733,0.39579144,-0.18298012,-0.15354685,0.13175151,0.12048022,-0.4167917,0.21177483,-0.5311635,-0.4387825,-0.25595438
NCI-H596,0.8143745,-0.101197965,-0.19921048,-0.043535043,-0.0016295768,0.14336017,-0.6961941,-0.022558173,-0.0071876887,-0.14354007,0.2609378,0.083719656,0.018930819,-0.62075645,0.20112278,0.2288776,-0.1877166,-0.7749196,0.20445192,-0.62331283,0.90303403,0.116499245,-0.12920198,0.12076991,-0.27827403,-0.6938376,0.21523917,-0.1590335,0.65120053,-0.41637868,-0.23388581,0.1458631,0.2497028,0.20668358,0.31031987,0.64837795,0.3733254,0.18526252,-0.066328615,-0.20853621,-0.028435748,0.21662903,0.04651859,-0.07407067,-0.11026023,0.0406525,-0.03392175,0.28410152,-0.45112574,0.13784862,0.04420189,-0.17800644,-0.32778683,0.0012501333,0.27527025,0.15048324,0.61428416,-0.27721798,-0.45537013,0.531098,-0.28270978,-0.47358903,0.024744006,-0.41498014,-0.25831106,0.24448568,0.025988666,0.11746839,0.31471255,-0.5259469,-0.103484266,-0.6509435,-0.12742966,-0.2759563,-0.100543424,0.10021548,0.4078999,0.16983934,-0.3104257,0.7149786,0.52884614,0.27318776,0.10275977,0.330338,0.05803561
CML-T1,0.3590333,0.07128984,-0.22319083,-0.010530903,-0.12616862,0.13735163,-0.63963675,0.38727403,0.21911654,0.056595165,0.4238629,-0.29731873,-0.17935924,-0.23167127,0.30746835,0.57862246,-0.12721519,-0.42886236,0.4088451,-0.17665274,1.0022924,0.47498453,0.2226507,-0.2018587,-0.22607991,-0.36591497,0.5634437,-0.5431974,1.0274935,-0.6488521,0.3365417,0.38234457,0.49749956,-0.18802421,0.1396145,0.66141784,0.23366474,0.40293616,-0.18856756,-0.09666887,-0.5686036,0.5956516,0.43796033,-0.48845097,-0.64302176,0.027036583,-0.59390646,0.48395604,-0.65517676,0.36834836,0.044879705,0.017109346,0.066071816,0.34873366,0.58491343,-0.1821836,0.7550213,-0.42469668,-0.72235847,0.16991693,-0.24907345,-0.67888826,-0.24440388,-0.6931709,-0.5714069,0.3745709,-0.17394322,-0.078755766,-0.11826801,-0.2818957,-0.35843846,-0.9099492,-0.024960905,0.02025716,-0.08128782,0.1350162,-0.13768522,-0.019166755,-0.5779086,0.71248627,0.4828514,0.17280746,-0.0056480477,0.07721148,-0.3317448
DU145,-0.28934628,-0.19582295,-0.24095505,0.025200896,-0.4380534,-0.53585815,-0.31028837,0.7326668,0.7524256,0.61134565,0.04387552,-0.81148404,-0.04266734,0.8820798,0.6710148,0.45842007,-0.5051814,0.25742137,0.27731994,0.7532829,0.07754515,0.7392982,1.1365016,-0.5597389,0.04344039,0.5854587,0.33088174,-0.51957035,0.75019896,-0.47461334,0.44724235,-0.08136344,0.39888155,-0.09699316,0.2116252,0.26456562,0.46096745,0.9279994,-0.43673232,0.33979315,-1.3472688,0.8396157,0.6836354,-0.2745406,-0.812051,0.32779336,-0.8885539,0.53379005,-0.186267,0.7042373,0.020803869,-0.17747022,0.5993185,0.5811049,0.65652895,-0.5763346,0.3098687,-0.12798917,-0.40927088,-0.43438464,-0.05993308,-0.13825335,0.25554958,-0.029937813,-0.83718705,0.5454156,-0.58519304,-0.329789,-0.9571797,0.78129184,-0.68816626,-0.68540925,0.060019,0.7145312,-0.34432274,0.27511695,-0.9075406,-0.35413057,-0.014435331,0.33610293,-0.38095018,-0.00866985,-0.5402858,-0.88695586,-0.9441515
OVTOKO,0.33574325,0.1413334,0.30516,0.25822586,-0.0029173526,-0.33921203,-0.22627057,-0.3116588,-0.48826176,-0.33670065,-0.00053417194,-0.19011301,0.09095596,-0.4398193,-0.14170572,-0.066376835,-0.5250851,-0.21934101,0.14651619,-0.02391374,0.78560734,-0.11129103,-0.12090485,0.25837034,0.32835305,-0.69019234,-0.22555427,-0.3094965,0.15509523,-0.049325336,0.19816494,0.12980871,-0.26010686,-0.1176351,-0.2791752,0.6314894,-0.24033953,0.050438363,-0.2604016,-0.15653348,-0.07034806,0.67529726,-0.21165815,0.6057397,0.02344005,-0.40912887,0.3146627,-0.2906309,-0.317492,0.28909364,-0.56984526,-0.46378145,-0.13202213,-0.070948444,-0.18968435,0.07624384,0.24813306,-0.3718181,-0.37610176,0.11469859,0.067688294,-0.0313627,0.8762279,-0.2625409,0.10031492,0.41413513,0.60385644,-0.2410019,0.21270537,0.07589262,0.46040148,-0.4007638,-0.014202628,-0.31271282,0.27071586,0.022938183,0.16091739,0.5403119,0.51907176,0.3094832,-0.06527341,0.057802435,0.572489,0.2056025,0.20491152
NCI-H1581,0.2830626,0.09953258,0.11214758,-0.16024812,0.34784776,-0.246668,-0.29307988,-0.035379704,-0.47480637,-0.19994545,0.045553897,-0.2008505,0.031972248,-0.29426432,0.043918125,-0.14358476,-0.22318974,-0.42050904,0.111508995,-0.22331409,0.545785,0.013106451,0.06771521,0.26311213,-0.15737133,-0.28770787,0.2670078,-0.015922071,0.29371637,-0.24826618,-0.12448181,0.10080838,-0.13923989,0.1398094,-0.16547936,0.2792446,0.11256271,0.026870105,-0.063276626,0.13018744,0.010402191,0.2459488,-0.17709318,0.13804203,0.054460146,0.24836418,0.50162315,0.020227708,-0.41422477,0.0070641334,-0.14498849,-0.12905978,-0.22657573,0.1406514,0.053509515,0.09982419,0.2599844,-0.0022626151,-0.031870395,0.0048118713,0.13890521,-0.03449329,0.43818134,0.02408695,-0.05488487,0.19846274,0.08716382,0.02918297,-0.047526747,-0.09063179,0.13289523,-0.5034667,0.16077082,0.11226858,0.15271237,-0.25979418,0.12360353,0.15183666,-0.047953278,0.5101931,0.16097112,0.3649122,0.27715942,0.0692914,-0.16398156
RVH-421,0.34512115,-0.2030265,-0.019382767,0.4531404,-0.6835738,-0.70916986,-0.4809688,-0.2240681,-0.0038845786,0.0020819327,-0.4173553,-0.02376341,0.4027048,0.033162892,0.28051868,0.1134814,-0.9098445,-0.081394345,-0.076359145,0.2827676,-0.012116393,0.15832916,0.26257578,0.038817026,0.7151261,-0.45297188,-0.70917636,-0.02413196,0.07356383,0.18020065,-0.05074928,-0.41465813,-0.4391162,0.33590382,0.19425839,0.53269476,0.2704627,0.65765643,-0.3536684,-0.34636325,-0.64338124,0.5418615,-0.1533463,0.72368616,-0.09650518,-0.19263726,-0.39963678,0.11377581,0.19085823,0.5505069,-0.20773245,-0.648484,0.13404576,-0.54006886,-0.20619425,-0.12913121,-0.04431418,-0.27865428,0.005170473,0.30287528,0.15157138,0.17807917,0.85303897,-0.041714076,-0.19276598,0.48958677,0.16969422,0.02206004,-0.09049331,0.33253795,0.103962384,-0.4573628,-0.04736399,-0.38212243,-0.2969517,0.6570639,-0.13445117,0.23726912,0.66321754,-0.023479197,-0.6429613,-0.1795073,-0.24932894,-0.2559209,0.09382436
786-O,0.44504392,0.055517916,-0.21592452,-0.010861709,-0.12713861,0.11641344,-0.6122951,0.33310416,0.2829607,0.061694656,0.45708728,-0.33180127,-0.17990285,-0.30047184,0.2942198,0.58883566,-0.13586865,-0.40024507,0.34939426,-0.19462468,0.9951393,0.45652232,0.20064941,-0.20507416,-0.28755423,-0.35631552,0.60100055,-0.52620465,1.0440117,-0.68604255,0.29535523,0.3766758,0.4758539,-0.16667083,0.1318759,0.6777497,0.29479292,0.41405037,-0.1665935,-0.08409947,-0.63374996,0.646752,0.43490118,-0.50006074,-0.5967739,0.060045276,-0.5436742,0.47462934,-0.6194321,0.38602802,0.0027068593,0.03449997,0.08541208,0.34548888,0.61949164,-0.11213353,0.7762172,-0.4085615,-0.74284226,0.21048553,-0.2979587,-0.7209852,-0.14776212,-0.64241135,-0.6126706,0.41169304,-0.15778342,-0.10674918,-0.1067121,-0.25369093,-0.38400245,-0.9294512,-0.031481937,0.040268704,-0.061211057,0.093907066,-0.12211974,0.013829841,-0.54725945,0.8105594,0.5115989,0.1889284,0.10408124,0.027146136,-0.34082466
SCC-25,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
UM-UC-1,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
CMK-11-5,0.34974253,0.12916005,0.13846627,-0.18699972,0.32827634,-0.24502575,-0.2972408,-0.05413619,-0.402075,-0.19159386,0.060468238,-0.19022599,0.11657818,-0.36710626,0.0028670786,-0.24188532,-0.28507444,-0.3756349,0.16596794,-0.20817508,0.5934947,-0.04792043,0.113599226,0.24104367,-0.17661302,-0.2929371,0.19269863,-0.047820855,0.2868938,-0.23541237,-0.06805573,0.050518945,-0.12980683,0.1736355,-0.16299208,0.24754953,0.085622944,0.029395033,-0.17508253,0.11172885,0.13066968,0.26231658,-0.14232308,0.19464873,0.06345278,0.30434737,0.4442093,0.028837562,-0.47583163,0.0061043496,-0.12263499,-0.14772625,-0.2729161,0.16480164,0.06495544,0.14355397,0.246218,0.043845803,-0.08229201,0.06394486,0.04403087,-0.056854963,0.52867734,0.042012732,-0.011579433,0.31172425,0.08744849,-0.032756425,0.07950381,-0.12919882,0.08200535,-0.48453364,0.18082638,0.10734296,0.17442372,-0.24384807,0.11307869,0.15522252,-0.002991751,0.44799933,0.16106935,0.45757863,0.26771238,0.040200174,-0.12301128
Hs 940.T,0.33574325,0.1413334,0.30516,0.25822586,-0.0029173526,-0.33921203,-0.22627057,-0.3116588,-0.48826176,-0.33670065,-0.00053417194,-0.19011301,0.09095596,-0.4398193,-0.14170572,-0.066376835,-0.5250851,-0.21934101,0.14651619,-0.02391374,0.78560734,-0.11129103,-0.12090485,0.25837034,0.32835305,-0.69019234,-0.22555427,-0.3094965,0.15509523,-0.049325336,0.19816494,0.12980871,-0.26010686,-0.1176351,-0.2791752,0.6314894,-0.24033953,0.050438363,-0.2604016,-0.15653348,-0.07034806,0.67529726,-0.21165815,0.6057397,0.02344005,-0.40912887,0.3146627,-0.2906309,-0.317492,0.28909364,-0.56984526,-0.46378145,-0.13202213,-0.070948444,-0.18968435,0.07624384,0.24813306,-0.3718181,-0.37610176,0.11469859,0.067688294,-0.0313627,0.8762279,-0.2625409,0.10031492,0.41413513,0.60385644,-0.2410019,0.21270537,0.07589262,0.46040148,-0.4007638,-0.014202628,-0.31271282,0.27071586,0.022938183,0.16091739,0.5403119,0.51907176,0.3094832,-0.06527341,0.057802435,0.572489,0.2056025,0.20491152
Raji,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
U-118MG,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
